Centre_X,Centre_Y,Roundness_Min
-6.3236,125.2755,88.9367
6.5977,12.3102,88.5508
-135.6815,-3.8136,88.4163
-6.3394,-3.8270,89.5640
135.9395,-3.8439,89.1733
6.5800,-132.9340,87.5543
