Centre_X,Centre_Y,LargestVoidArea
-6.3236,125.2755,2.4504
6.5977,12.3102,3.4305
-135.6815,-3.8136,3.4305
-6.3394,-3.8270,2.8179
135.9395,-3.8439,2.3279
6.5800,-132.9340,1.5927
