Centre_X,Centre_Y,LargestVoidDiameterPercent
-6.3236,125.2755,8.1855
6.5977,12.3102,9.8465
-135.6815,-3.8136,9.7773
-6.3394,-3.8270,8.6810
135.9395,-3.8439,8.3918
6.5800,-132.9340,7.1289
