Centre_X,Centre_Y,Diameter_Stdev
-6.3236,125.2755,0.5400
6.5977,12.3102,0.5850
-135.6815,-3.8136,0.5080
-6.3394,-3.8270,0.5780
135.9395,-3.8439,0.5350
6.5800,-132.9340,0.5480
