Centre_X,Centre_Y,Diameter_Max
-6.3236,125.2755,22.1672
6.5977,12.3102,22.4226
-135.6815,-3.8136,22.0260
-6.3394,-3.8270,22.4747
135.9395,-3.8439,22.1003
6.5800,-132.9340,22.2726
