Centre_X,Centre_Y,Diameter_Min
-6.3236,125.2755,19.4095
6.5977,12.3102,19.0772
-135.6815,-3.8136,19.7323
-6.3394,-3.8270,19.1262
135.9395,-3.8439,19.0690
6.5800,-132.9340,19.3330
