Centre_X,Centre_Y,Roundness_Min
-6.3271,125.2355,90.9909
6.6030,12.2695,90.1173
-135.6755,-3.8650,91.0175
-6.3324,-3.8685,91.0047
135.9470,-3.8744,90.6520
6.5965,-132.9755,59.5479
