Centre_X,Centre_Y,Diameter_Avg
-6.3271,125.2355,25.6070
6.6030,12.2695,25.7370
-135.6755,-3.8650,25.5690
-6.3324,-3.8685,25.7200
135.9470,-3.8744,25.6160
6.5965,-132.9755,25.6820
