Centre_X,Centre_Y,VoidNumberTotal
-6.3271,125.2355,0.0000
6.6030,12.2695,0.0000
-135.6755,-3.8650,0.0000
-6.3324,-3.8685,0.0000
135.9470,-3.8744,0.0000
6.5965,-132.9755,0.0000
