Centre_X,Centre_Y,Diameter_Min
-6.3271,125.2355,25.2396
6.6030,12.2695,25.2837
-135.6755,-3.8650,25.1004
-6.3324,-3.8685,25.2206
135.9470,-3.8744,25.1954
6.5965,-132.9755,15.7380
