Centre_X,Centre_Y,Roundness_Min
-6.3172,125.2520,91.0981
6.6056,12.2856,91.5477
-135.6735,-3.8384,91.3619
-6.3311,-3.8519,92.1490
135.9490,-3.8686,91.6313
6.5897,-132.9590,90.7083
