Centre_X,Centre_Y,Diameter_Stdev
-6.3172,125.2520,0.1360
6.6056,12.2856,0.1320
-135.6735,-3.8384,0.1240
-6.3311,-3.8519,0.1500
135.9490,-3.8686,0.1320
6.5897,-132.9590,0.1460
