Centre_X,Centre_Y,Diameter_Avg
-6.3172,125.2520,25.4650
6.6056,12.2856,25.5920
-135.6735,-3.8384,25.4480
-6.3311,-3.8519,25.3630
135.9490,-3.8686,25.4990
6.5897,-132.9590,25.6320
