Centre_X,Centre_Y,Diameter_Max
-6.3172,125.2520,25.9486
6.6056,12.2856,26.1259
-135.6735,-3.8384,25.9179
-6.3311,-3.8519,25.8379
135.9490,-3.8686,25.9976
6.5897,-132.9590,26.0527
