Centre_X,Centre_Y,VoidNumberTotal
-6.3172,125.2520,0.0000
6.6056,12.2856,0.0000
-135.6735,-3.8384,0.0000
-6.3311,-3.8519,0.0000
135.9490,-3.8686,0.0000
6.5897,-132.9590,0.0000
