Centre_X,Centre_Y,Diameter_Min
-6.3172,125.2520,24.8455
6.6056,12.2856,25.1448
-135.6735,-3.8384,24.8455
-6.3311,-3.8519,24.9797
135.9490,-3.8686,25.0306
6.5897,-132.9590,25.0369
