Test sample,DieID,ID,X position,Y position,Diameter (um),% Roundness,Area,% Overall Void,% Largest Void,Result
Rep1_3,60,286,-7.2282,126.3260,25.6896,91.6649,518.3300,0.0000,0.0000,Pass
Rep1_3,60,287,-7.1162,126.3260,25.6958,92.0377,518.5800,0.0000,0.0000,Pass
Rep1_3,60,293,-6.5816,126.2790,25.7020,95.5486,518.8300,0.0000,0.0000,Pass
Rep1_3,60,294,-6.5337,126.2790,25.5405,94.8566,512.3290,0.0000,0.0000,Pass
Rep1_3,60,295,-6.3217,126.2800,25.7020,95.1190,518.8300,0.0000,0.0000,Pass
Rep1_3,60,296,-6.2737,126.2800,25.6276,96.3501,515.8290,0.0000,0.0000,Pass
Rep1_3,60,337,-6.9526,126.2660,25.5779,92.8821,513.8290,0.0000,0.0000,Pass
Rep1_3,60,338,-6.7526,126.2660,25.5654,94.3489,513.3290,0.0000,0.0000,Pass
Rep1_3,60,339,-5.7540,126.2700,25.5343,93.7834,512.0790,0.0000,0.0000,Pass
Rep1_3,60,340,-5.5536,126.2700,25.7577,92.6484,521.0800,0.0000,0.0000,Pass
Rep1_3,60,367,-6.9524,126.1880,25.5903,94.1733,514.3290,0.0000,0.0000,Pass
Rep1_3,60,368,-6.7525,126.1880,25.5031,95.2771,510.8280,0.0000,0.0000,Pass
Rep1_3,60,369,-5.7538,126.1920,25.5716,94.8749,513.5790,0.0000,0.0000,Pass
Rep1_3,60,373,-5.5536,126.1920,25.8626,93.8763,525.3310,0.0000,0.0000,Pass
Rep1_3,60,380,-6.0642,126.1850,25.5965,94.9799,514.5790,0.0000,0.0000,Pass
Rep1_3,60,381,-6.0105,126.1850,25.6586,95.2722,517.0790,0.0000,0.0000,Pass
Rep1_3,60,434,-7.2277,126.1540,25.6524,92.7448,516.8290,0.0000,0.0000,Pass
Rep1_3,60,435,-7.1157,126.1550,25.6400,94.7571,516.3290,0.0000,0.0000,Pass
Rep1_3,60,441,-6.9523,126.1210,25.5779,94.1828,513.8290,0.0000,0.0000,Pass
Rep1_3,60,442,-5.7538,126.1240,25.5779,95.8832,513.8290,0.0000,0.0000,Pass
Rep1_3,60,468,-6.9519,126.0430,25.4531,95.3120,508.8280,0.0000,0.0000,Pass
Rep1_3,60,469,-5.7534,126.0460,25.5343,96.1132,512.0790,0.0000,0.0000,Pass
Rep1_3,60,497,-7.1151,126.0010,25.5156,95.3972,511.3290,0.0000,0.0000,Pass
Rep1_3,60,499,-7.2273,126.0000,25.5405,94.1005,512.3290,0.0000,0.0000,Pass
Rep1_3,60,500,-6.1259,125.9990,25.6152,98.0021,515.3290,0.0000,0.0000,Pass
Rep1_3,60,501,-6.0780,125.9990,25.5343,98.5297,512.0790,0.0000,0.0000,Pass
