 , ,X[mm]
 , ,-150,-149,-148,-147,-146,-145,-144,-143,-142,-141,-140,-139,-138,-137,-136,-135,-134,-133,-132,-131,-130,-129,-128,-127,-126,-125,-124,-123,-122,-121,-120,-119,-118,-117,-116,-115,-114,-113,-112,-111,-110,-109,-108,-107,-106,-105,-104,-103,-102,-101,-100,-99,-98,-97,-96,-95,-94,-93,-92,-91,-90,-89,-88,-87,-86,-85,-84,-83,-82,-81,-80,-79,-78,-77,-76,-75,-74,-73,-72,-71,-70,-69,-68,-67,-66,-65,-64,-63,-62,-61,-60,-59,-58,-57,-56,-55,-54,-53,-52,-51,-50,-49,-48,-47,-46,-45,-44,-43,-42,-41,-40,-39,-38,-37,-36,-35,-34,-33,-32,-31,-30,-29,-28,-27,-26,-25,-24,-23,-22,-21,-20,-19,-18,-17,-16,-15,-14,-13,-12,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,
Y[mm],150,12.12,12.1605,12.2006,12.2403,12.2797,12.3188,12.3575,12.3958,12.4339,12.4717,12.5092,12.5465,12.5835,12.6204,12.657,12.6934,12.7298,12.7659,12.8021,12.8381,12.8741,12.9101,12.9462,12.9823,13.0185,13.0548,13.0913,13.128,13.165,13.2023,13.24,13.278,13.3165,13.3555,13.395,13.4351,13.4759,13.5174,13.5596,13.6027,13.6467,13.6917,13.7377,13.7849,13.8332,13.8828,13.9337,13.9861,14.04,14.0955,14.1527,14.2118,14.2727,14.3357,14.4009,14.4682,14.538,14.6103,14.6853,14.763,14.8437,14.9275,15.0146,15.1052,15.1993,15.2974,15.3994,15.5058,15.6166,15.7322,15.8527,15.9785,16.11,16.2472,16.3907,16.5408,16.6978,16.8621,17.0342,17.2146,17.4036,17.6018,17.8099,18.0283,18.2578,18.4989,18.7526,19.0195,19.3005,19.5965,19.9085,20.2376,20.585,20.9519,21.3396,21.7495,22.1833,22.6427,23.1294,23.6455,24.1931,24.7745,25.3922,26.049,26.7476,27.4913,28.2833,29.1274,30.0274,30.9873,32.0115,33.1046,34.2714,35.5169,36.846,38.264,39.7758,41.386,43.0992,44.9187,46.8471,48.8853,51.0324,53.2848,55.6356,58.0739,60.584,63.1446,65.7282,68.3004,70.8203,73.2406,75.509,77.5695,79.3657,80.8438,81.9557,82.6635,82.9419,82.7809,82.1863,81.1793,79.7949,78.0786,76.0831,73.8645,71.4791,68.9803,66.4171,63.832,61.2611,58.7336,56.2725,53.8949,51.6127,49.434,47.363,45.4013,43.5485,41.8023,40.1595,38.616,37.167,35.8078,34.5332,33.3382,32.2177,31.1671,30.1817,29.257,28.389,27.5738,26.8076,26.0872,25.4094,24.7712,24.1698,23.6029,23.0679,22.5629,22.0857,21.6345,21.2076,20.8034,20.4204,20.0574,19.7129,19.3859,19.0753,18.78,18.4992,18.2319,17.9774,17.7348,17.5036,17.2829,17.0723,16.8711,16.6788,16.4949,16.319,16.1505,15.989,15.8342,15.6857,15.5432,15.4062,15.2746,15.1479,15.0259,14.9084,14.795,14.6856,14.5799,14.4777,14.3787,14.2829,14.1899,14.0996,14.0118,13.9263,13.8431,13.7618,13.6825,13.6049,13.5288,13.4543,13.3811,13.3091,13.2383,13.1684,13.0995,13.0313,12.9639,12.8971,12.8308,12.765,12.6996,12.6346,12.5697,12.5051,12.4406,12.3763,12.312,12.2477,12.1833,12.1189,12.0545,11.9899,11.9252,11.8604,11.7954,11.7302,11.6648,11.5993,11.5336,11.4677,11.4017,11.3354,11.269,11.2025,11.1358,11.069,11.0021,10.9351,10.868,10.8009,10.7337,10.6665,10.5993,10.5321,10.4649,10.3978,10.3308,10.2639,10.1971,10.1304,10.0639,9.9976,9.93147,9.86554,9.79984,9.73439,9.6692,9.60428,9.53965,9.47532,9.41131,9.34763,9.28429,9.2213,9.15867,9.0964,9.03452,8.97301,8.9119,8.85119,8.79088,8.73097,8.67149,8.61242,
 ,149,12.255,12.2959,12.3364,12.3765,12.4162,12.4556,12.4946,12.5333,12.5716,12.6096,12.6474,12.6848,12.722,12.759,12.7958,12.8323,12.8687,12.905,12.9412,12.9772,13.0132,13.0493,13.0853,13.1214,13.1575,13.1938,13.2303,13.2669,13.3038,13.341,13.3786,13.4165,13.4549,13.4937,13.5331,13.5731,13.6138,13.6552,13.6973,13.7403,13.7842,13.8291,13.8751,13.9221,13.9704,14.0199,14.0709,14.1232,14.1772,14.2327,14.29,14.3492,14.4103,14.4735,14.5388,14.6064,14.6765,14.7492,14.8245,14.9027,14.9839,15.0683,15.1561,15.2473,15.3423,15.4412,15.5443,15.6517,15.7638,15.8806,16.0026,16.1301,16.2632,16.4024,16.548,16.7003,16.8597,17.0268,17.2018,17.3853,17.5778,17.7798,17.992,18.215,18.4493,18.6959,18.9554,19.2286,19.5166,19.8203,20.1407,20.479,20.8364,21.2144,21.6142,22.0375,22.4861,22.9617,23.4664,24.0023,24.5719,25.1777,25.8224,26.5093,27.2414,28.0224,28.8562,29.747,30.6992,31.7177,32.8078,33.9749,35.2249,36.5641,37.999,39.5362,41.1825,42.9445,44.8286,46.8408,48.9858,51.267,53.686,56.2411,58.9274,61.7349,64.6479,67.6437,70.6914,73.7511,76.7733,79.6997,82.4633,84.9916,87.2097,89.0448,90.4312,91.3166,91.6656,91.4641,90.7203,89.4641,87.7436,85.6216,83.1693,80.4616,77.5722,74.5696,71.5147,68.4593,65.4458,62.5073,59.6687,56.9473,54.3545,51.8964,49.5755,47.3908,45.3395,43.4171,41.6179,39.9357,38.3638,36.8955,35.5241,34.2431,33.0463,31.9277,30.8817,29.9031,28.9868,28.1284,27.3236,26.5686,25.8596,25.1933,24.5667,23.977,23.4215,22.8978,22.4038,21.9373,21.4965,21.0798,20.6854,20.3119,19.958,19.6223,19.3039,19.0014,18.714,18.4408,18.1808,17.9333,17.6975,17.4727,17.2584,17.0538,16.8584,16.6717,16.4931,16.3223,16.1588,16.0021,15.8519,15.7078,15.5695,15.4366,15.3089,15.186,15.0676,14.9535,14.8435,14.7372,14.6345,14.5352,14.4389,14.3456,14.2551,14.1671,14.0815,13.9981,13.9168,13.8373,13.7596,13.6836,13.609,13.5357,13.4637,13.3927,13.3227,13.2537,13.1854,13.1178,13.0508,12.9843,12.9182,12.8525,12.7871,12.7218,12.6568,12.5918,12.5269,12.462,12.3971,12.3321,12.267,12.2017,12.1363,12.0708,12.005,11.939,11.8728,11.8064,11.7398,11.6729,11.6059,11.5386,11.4711,11.4034,11.3356,11.2676,11.1994,11.1311,11.0626,10.9941,10.9255,10.8568,10.7882,10.7195,10.6508,10.5821,10.5135,10.445,10.3765,10.3082,10.24,10.172,10.1042,10.0366,9.96914,9.90197,9.83506,9.76841,9.70205,9.636,9.57027,9.50486,9.4398,9.37511,9.31077,9.24682,9.18325,9.12008,9.05731,8.99494,8.933,8.87148,8.81039,8.74973,8.68951,
 ,148,12.3926,12.4339,12.4748,12.5153,12.5554,12.5951,12.6344,12.6734,12.7119,12.7502,12.7881,12.8258,12.8632,12.9003,12.9371,12.9738,13.0103,13.0466,13.0828,13.1189,13.1549,13.1909,13.2269,13.2629,13.299,13.3352,13.3716,13.4081,13.4449,13.482,13.5194,13.5572,13.5955,13.6342,13.6734,13.7133,13.7538,13.795,13.837,13.8799,13.9236,13.9684,14.0142,14.0612,14.1094,14.1588,14.2097,14.262,14.3159,14.3715,14.4288,14.488,14.5492,14.6125,14.678,14.7459,14.8162,14.8891,14.9648,15.0434,15.1251,15.21,15.2983,15.3903,15.486,15.5857,15.6897,15.7982,15.9113,16.0294,16.1528,16.2817,16.4165,16.5575,16.7051,16.8595,17.0214,17.191,17.3688,17.5554,17.7513,17.957,18.1731,18.4004,18.6396,18.8914,19.1565,19.4361,19.7309,20.042,20.3707,20.718,21.0853,21.4741,21.886,22.3225,22.7857,23.2774,23.8,24.3557,24.9473,25.5775,26.2494,26.9665,27.7325,28.5515,29.4277,30.3661,31.3719,32.4507,33.6088,34.8527,36.1897,37.6274,39.1738,40.8377,42.6279,44.5533,46.6232,48.8463,51.2307,53.783,56.5083,59.4082,62.4809,65.7187,69.1071,72.6231,76.2328,79.8906,83.5375,87.1011,90.4962,93.6278,96.3956,98.6999,100.45,101.571,102.014,101.759,100.816,99.2291,97.0658,94.4136,91.3703,88.037,84.5107,80.8794,77.219,73.592,70.0477,66.6226,63.3425,60.224,57.2763,54.5026,51.9021,49.4705,47.2014,45.0872,43.1191,41.2882,39.5854,38.0018,36.5286,35.1578,33.8815,32.6926,31.5842,30.5501,29.5845,28.6821,27.8381,27.0479,26.3074,25.613,24.9611,24.3485,23.7724,23.2302,22.7194,22.2378,21.7833,21.3541,20.9484,20.5647,20.2014,19.8573,19.5311,19.2217,18.9279,18.6488,18.3836,18.1313,17.8911,17.6624,17.4444,17.2365,17.0381,16.8487,16.6678,16.4948,16.3293,16.1708,16.0191,15.8736,15.734,15.6,15.4713,15.3476,15.2285,15.1138,15.0032,14.8965,14.7934,14.6938,14.5973,14.5038,14.4132,14.3251,14.2394,14.156,14.0746,13.9952,13.9175,13.8414,13.7668,13.6936,13.6215,13.5506,13.4806,13.4115,13.3431,13.2754,13.2082,13.1415,13.0752,13.0092,12.9435,12.8779,12.8124,12.747,12.6815,12.6161,12.5505,12.4848,12.419,12.3529,12.2867,12.2202,12.1535,12.0865,12.0193,11.9518,11.884,11.816,11.7477,11.6791,11.6103,11.5413,11.4721,11.4026,11.333,11.2632,11.1933,11.1233,11.0532,10.983,10.9127,10.8424,10.7722,10.7019,10.6318,10.5616,10.4916,10.4217,10.352,10.2824,10.213,10.1438,10.0748,10.0061,9.93769,9.86954,9.80169,9.73416,9.66696,9.60011,9.53363,9.46752,9.4018,9.33648,9.27156,9.20705,9.14297,9.07932,9.0161,8.95333,8.89101,8.82914,8.76773,
 ,147,12.533,12.5747,12.616,12.6569,12.6973,12.7374,12.777,12.8162,12.855,12.8935,12.9317,12.9695,13.007,13.0442,13.0812,13.1179,13.1545,13.1908,13.2271,13.2631,13.2992,13.3351,13.371,13.407,13.443,13.4791,13.5154,13.5518,13.5884,13.6254,13.6626,13.7002,13.7383,13.7768,13.8159,13.8556,13.8959,13.9369,13.9788,14.0214,14.065,14.1096,14.1553,14.2021,14.2501,14.2995,14.3502,14.4025,14.4563,14.5118,14.5691,14.6284,14.6896,14.7529,14.8186,14.8865,14.957,15.0302,15.1062,15.1851,15.2672,15.3526,15.4414,15.5339,15.6303,15.7308,15.8357,15.945,16.0592,16.1785,16.3032,16.4335,16.5699,16.7125,16.862,17.0185,17.1826,17.3546,17.5352,17.7247,17.9238,18.133,18.3531,18.5846,18.8283,19.0852,19.3559,19.6415,19.9429,20.2614,20.598,20.9541,21.3312,21.7307,22.1543,22.6038,23.0814,23.5891,24.1293,24.7046,25.318,25.9725,26.6716,27.4191,28.2191,29.0762,29.9954,30.9821,32.0424,33.183,34.4109,35.7341,37.1612,38.7016,40.3652,42.1628,44.1059,46.2066,48.477,50.9299,53.5774,56.4308,59.4997,62.7911,66.3077,70.0462,73.9954,78.1335,82.4254,86.8199,91.2477,95.6195,99.8271,103.745,107.239,110.169,112.407,113.847,114.418,114.089,112.877,110.844,108.089,104.735,100.918,96.7768,92.4393,88.0188,83.6097,79.2863,75.1046,71.1034,67.3078,63.7315,60.3797,57.2508,54.339,51.6352,49.1284,46.8065,44.6572,42.6679,40.8266,39.1217,37.5423,36.0781,34.7197,33.4583,32.286,31.1953,30.1796,29.2327,28.349,27.5235,26.7515,26.0288,25.3516,24.7164,24.1199,23.5593,23.0319,22.5353,22.0672,21.6258,21.209,20.8152,20.4429,20.0905,19.7568,19.4405,19.1405,18.8559,18.5855,18.3285,18.0841,17.8516,17.6301,17.4191,17.218,17.026,16.8428,16.6677,16.5004,16.3403,16.1871,16.0404,15.8997,15.7648,15.6352,15.5107,15.391,15.2758,15.1648,15.0578,14.9545,14.8546,14.7581,14.6645,14.5738,14.4857,14.4001,14.3167,14.2355,14.1561,14.0786,14.0026,13.9281,13.8549,13.783,13.7121,13.6421,13.573,13.5046,13.4368,13.3695,13.3027,13.2362,13.17,13.1039,13.038,12.9721,12.9063,12.8403,12.7743,12.7081,12.6417,12.5751,12.5083,12.4412,12.3738,12.3061,12.2381,12.1698,12.1011,12.0321,11.9629,11.8933,11.8234,11.7532,11.6828,11.6121,11.5412,11.4701,11.3988,11.3273,11.2557,11.184,11.1122,11.0403,10.9684,10.8965,10.8246,10.7527,10.681,10.6093,10.5377,10.4663,10.3951,10.3241,10.2533,10.1827,10.1124,10.0424,9.97264,9.90323,9.83417,9.76545,9.6971,9.62913,9.56157,9.49441,9.42767,9.36135,9.29547,9.23003,9.16505,9.10052,9.03646,8.97287,8.90976,8.84712,
 ,146,12.6762,12.7184,12.7601,12.8013,12.8421,12.8824,12.9224,12.9618,13.0009,13.0396,13.078,13.116,13.1536,13.191,13.228,13.2649,13.3014,13.3378,13.374,13.4101,13.4461,13.482,13.5178,13.5537,13.5896,13.6255,13.6616,13.6979,13.7344,13.7711,13.8082,13.8456,13.8835,13.9218,13.9606,14.0001,14.0402,14.081,14.1226,14.165,14.2084,14.2528,14.2983,14.3449,14.3927,14.4419,14.4925,14.5446,14.5983,14.6538,14.711,14.7702,14.8314,14.8947,14.9604,15.0285,15.0991,15.1725,15.2486,15.3279,15.4102,15.496,15.5853,15.6784,15.7754,15.8765,15.9821,16.0924,16.2075,16.3279,16.4537,16.5854,16.7232,16.8674,17.0186,17.1771,17.3433,17.5177,17.7008,17.8931,18.0953,18.3079,18.5316,18.7672,19.0154,19.277,19.5531,19.8445,20.1524,20.4779,20.8223,21.187,21.5735,21.9834,22.4185,22.8808,23.3724,23.8957,24.4533,25.048,25.6829,26.3615,27.0875,27.8652,28.6991,29.5944,30.5567,31.5921,32.7076,33.9107,35.2099,36.6144,38.1344,39.781,41.5666,43.5045,45.6092,47.8961,50.3817,53.0832,56.0182,59.2039,62.6566,66.3903,70.4149,74.7346,79.3441,84.2262,89.347,94.6516,100.06,105.465,110.728,115.684,120.147,123.924,126.831,128.711,129.457,129.026,127.443,124.799,121.239,116.942,112.102,106.906,101.528,96.1111,90.7727,85.5995,80.6523,75.9701,71.574,67.4719,63.6619,60.1353,56.8789,53.8769,51.1121,48.5671,46.2245,44.0677,42.0809,40.2495,38.5598,36.9993,35.5565,34.2212,32.9839,31.8359,30.7696,29.7779,28.8545,27.9937,27.1903,26.4395,25.7372,25.0794,24.4628,23.8841,23.3404,22.8291,22.3478,21.8943,21.4667,21.0632,20.6819,20.3215,19.9805,19.6577,19.3517,19.0616,18.7863,18.5249,18.2765,18.0403,17.8156,17.6017,17.3978,17.2035,17.0181,16.8412,16.6722,16.5107,16.3561,16.2083,16.0666,15.9308,15.8006,15.6755,15.5553,15.4398,15.3285,15.2212,15.1178,15.0179,14.9213,14.8278,14.7372,14.6492,14.5638,14.4806,14.3995,14.3203,14.243,14.1672,14.0929,14.0199,13.9481,13.8774,13.8075,13.7385,13.6701,13.6023,13.535,13.4681,13.4015,13.335,13.2687,13.2025,13.1363,13.07,13.0035,12.9369,12.8701,12.803,12.7357,12.668,12.6,12.5317,12.463,12.3939,12.3244,12.2546,12.1844,12.1138,12.0429,11.9716,11.9,11.8281,11.7559,11.6835,11.6108,11.5379,11.4648,11.3915,11.3181,11.2446,11.171,11.0974,11.0237,10.9501,10.8765,10.803,10.7296,10.6563,10.5832,10.5103,10.4375,10.365,10.2928,10.2208,10.1491,10.0778,10.0067,9.93608,9.86579,9.79588,9.72638,9.6573,9.58865,9.52043,9.45267,9.38536,9.31853,9.25217,9.18629,9.12089,9.056,8.99159,8.9277,
 ,145,12.8223,12.8649,12.907,12.9486,12.9898,13.0305,13.0707,13.1104,13.1498,13.1887,13.2272,13.2654,13.3031,13.3406,13.3777,13.4146,13.4512,13.4876,13.5238,13.5598,13.5957,13.6315,13.6673,13.703,13.7388,13.7746,13.8105,13.8466,13.8829,13.9194,13.9563,13.9934,14.031,14.0691,14.1077,14.1469,14.1867,14.2273,14.2686,14.3108,14.3539,14.398,14.4432,14.4896,14.5372,14.5862,14.6366,14.6885,14.742,14.7973,14.8544,14.9135,14.9746,15.038,15.1036,15.1717,15.2424,15.3159,15.3922,15.4716,15.5543,15.6403,15.73,15.8235,15.921,16.0228,16.1291,16.2401,16.3561,16.4774,16.6044,16.7372,16.8763,17.0221,17.175,17.3352,17.5034,17.68,17.8655,18.0605,18.2656,18.4814,18.7086,18.9481,19.2005,19.4668,19.748,20.045,20.3591,20.6914,21.0432,21.4162,21.8117,22.2317,22.6779,23.1526,23.6579,24.1964,24.771,25.3846,26.0406,26.7429,27.4954,28.303,29.1705,30.1037,31.1089,32.193,33.3638,34.63,36.0013,37.4883,39.1031,40.859,42.7706,44.8544,47.1281,49.6116,52.3262,55.2947,58.5414,62.0913,65.9696,70.1999,74.8031,79.7942,85.1789,90.9492,97.0772,103.508,110.155,116.888,123.534,129.875,135.655,140.599,144.437,146.934,147.929,147.353,145.247,141.749,137.077,131.495,125.281,118.697,111.972,105.292,98.7979,92.5869,86.7218,81.2366,76.1438,71.4409,67.1146,63.1455,59.5103,56.1841,53.1417,50.3587,47.8118,45.4792,43.3408,41.3784,39.5752,37.9161,36.3876,34.9773,33.6743,32.4688,31.3518,30.3154,29.3525,28.4566,27.622,26.8435,26.1165,25.4366,24.8002,24.2037,23.6441,23.1185,22.6243,22.1592,21.7211,21.308,20.9182,20.5501,20.2021,19.8729,19.5612,19.2659,18.9859,18.7203,18.4681,18.2284,18.0006,17.7839,17.5776,17.3811,17.1938,17.0151,16.8446,16.6817,16.5261,16.3772,16.2348,16.0983,15.9675,15.842,15.7215,15.6056,15.4942,15.3869,15.2835,15.1836,15.0871,14.9938,14.9034,14.8157,14.7305,14.6476,14.5668,14.488,14.4109,14.3354,14.2614,14.1887,14.1172,14.0466,13.977,13.9081,13.8399,13.7722,13.7049,13.6379,13.5712,13.5046,13.4381,13.3716,13.305,13.2383,13.1713,13.1042,13.0367,12.969,12.9009,12.8324,12.7634,12.6941,12.6244,12.5542,12.4835,12.4125,12.341,12.269,12.1967,12.124,12.0509,11.9774,11.9037,11.8296,11.7552,11.6806,11.6058,11.5308,11.4556,11.3804,11.305,11.2296,11.1541,11.0787,11.0033,10.9279,10.8527,10.7776,10.7027,10.628,10.5534,10.4792,10.4052,10.3314,10.258,10.185,10.1123,10.04,9.96802,9.8965,9.8254,9.75475,9.68455,9.61481,9.54555,9.47677,9.40848,9.3407,9.27342,9.20665,9.14041,9.07468,9.00949,
 ,144,12.9714,13.0144,13.057,13.099,13.1405,13.1815,13.222,13.2621,13.3016,13.3407,13.3794,13.4177,13.4556,13.4932,13.5304,13.5673,13.6039,13.6403,13.6765,13.7124,13.7482,13.784,13.8196,13.8552,13.8907,13.9264,13.9621,13.998,14.034,14.0703,14.1069,14.1438,14.1811,14.2189,14.2572,14.296,14.3356,14.3758,14.4168,14.4587,14.5015,14.5453,14.5902,14.6363,14.6836,14.7323,14.7825,14.8342,14.8875,14.9426,14.9995,15.0584,15.1194,15.1826,15.2482,15.3163,15.387,15.4605,15.5369,15.6164,15.6993,15.7856,15.8756,15.9694,16.0674,16.1697,16.2765,16.3882,16.505,16.6272,16.7551,16.8891,17.0294,17.1766,17.3309,17.4929,17.6629,17.8415,18.0293,18.2268,18.4346,18.6534,18.884,19.127,19.3835,19.6542,19.9402,20.2426,20.5625,20.9013,21.2603,21.6412,22.0455,22.4751,22.932,23.4186,23.9371,24.4904,25.0813,25.7133,26.3899,27.1152,27.8937,28.7304,29.631,30.6015,31.649,32.7814,34.0072,35.3364,36.78,38.3502,40.061,41.9279,43.9685,46.2024,48.6516,51.3406,54.2963,57.5488,61.1304,65.0761,69.4222,74.206,79.4631,85.2253,91.5155,98.3424,105.692,113.519,121.732,130.183,138.658,146.87,154.466,161.048,166.21,169.596,170.95,170.165,167.304,162.585,156.346,148.983,140.903,132.471,123.995,115.708,107.773,100.297,93.334,86.9065,81.0104,75.6255,70.7219,66.2647,62.2167,58.5412,55.2028,52.1684,49.4075,46.8921,44.5974,42.5007,40.5818,38.8228,37.2077,35.7221,34.3535,33.0906,31.9232,30.8426,29.8406,28.9102,28.0451,27.2394,26.4882,25.7868,25.1311,24.5174,23.9423,23.4028,22.8961,22.4198,21.9716,21.5494,21.1514,20.7758,20.4211,20.0858,19.7687,19.4685,19.1841,18.9144,18.6586,18.4158,18.1851,17.9659,17.7573,17.5587,17.3697,17.1895,17.0176,16.8536,16.6969,16.5473,16.4041,16.2671,16.1359,16.0101,15.8894,15.7735,15.6621,15.5548,15.4515,15.3519,15.2557,15.1626,15.0726,14.9852,14.9004,14.8179,14.7376,14.6592,14.5825,14.5075,14.4339,14.3615,14.2903,14.2201,14.1508,14.0821,14.0141,13.9465,13.8793,13.8124,13.7456,13.6789,13.6122,13.5455,13.4786,13.4115,13.3441,13.2764,13.2083,13.1398,13.0709,13.0015,12.9317,12.8614,12.7905,12.7192,12.6473,12.575,12.5021,12.4288,12.355,12.2807,12.206,12.131,12.0555,11.9797,11.9036,11.8272,11.7506,11.6738,11.5968,11.5196,11.4424,11.365,11.2877,11.2103,11.133,11.0558,10.9787,10.9017,10.8249,10.7483,10.6719,10.5958,10.5199,10.4444,10.3692,10.2944,10.2199,10.1458,10.0722,9.999,9.92624,9.85396,9.78215,9.71083,9.64002,9.56971,9.49992,9.43067,9.36195,9.29376,9.22612,9.15903,9.0925,
 ,143,13.1236,13.1671,13.2101,13.2525,13.2944,13.3357,13.3765,13.4168,13.4566,13.4959,13.5348,13.5732,13.6112,13.6489,13.6861,13.7231,13.7597,13.796,13.8321,13.868,13.9037,13.9393,13.9747,14.0101,14.0455,14.0809,14.1164,14.152,14.1878,14.2238,14.2601,14.2967,14.3337,14.3711,14.4091,14.4476,14.4868,14.5267,14.5673,14.6088,14.6513,14.6948,14.7393,14.7851,14.8321,14.8804,14.9303,14.9816,15.0347,15.0895,15.1462,15.2049,15.2657,15.3287,15.3942,15.4622,15.5328,15.6063,15.6827,15.7623,15.8453,15.9317,16.0219,16.1161,16.2144,16.3171,16.4244,16.5367,16.6542,16.7771,16.9059,17.0408,17.1823,17.3307,17.4864,17.6499,17.8217,18.0022,18.1921,18.3918,18.6022,18.8238,19.0575,19.304,19.5641,19.839,20.1296,20.437,20.7625,21.1074,21.4732,21.8616,22.2742,22.713,23.1802,23.6781,24.2093,24.7766,25.3834,26.033,26.7294,27.477,28.2805,29.1456,30.0782,31.0852,32.1742,33.3539,34.634,36.0254,37.5406,39.1937,41.0005,42.9793,45.1504,47.5373,50.1664,53.0677,56.2748,59.8259,63.7634,68.1342,72.9895,78.3837,84.3732,91.0133,98.3533,106.43,115.257,124.809,135.006,145.691,156.605,167.377,177.516,186.441,193.534,198.231,200.118,199.021,195.042,188.538,180.043,170.171,159.52,148.609,137.841,127.503,117.777,108.762,100.494,92.9684,86.1533,80.0016,74.4589,69.4688,64.976,60.9283,57.2778,53.9807,50.9981,48.2951,45.8407,43.6078,41.5723,39.713,38.0114,36.451,35.0174,33.6978,32.4809,31.3569,30.3167,29.3527,28.4577,27.6257,26.8511,26.1288,25.4545,24.8242,24.2342,23.6813,23.1627,22.6756,22.2177,21.7868,21.381,20.9983,20.6373,20.2963,19.974,19.6692,19.3806,19.1072,18.8481,18.6023,18.369,18.1474,17.9367,17.7364,17.5457,17.3642,17.1911,17.0262,16.8687,16.7184,16.5748,16.4374,16.3059,16.18,16.0593,15.9434,15.8321,15.7251,15.6221,15.5228,15.427,15.3344,15.2448,15.158,15.0737,14.9918,14.912,14.8341,14.758,14.6835,14.6104,14.5386,14.4679,14.3981,14.3291,14.2608,14.193,14.1256,14.0586,13.9918,13.925,13.8583,13.7915,13.7245,13.6573,13.5898,13.522,13.4537,13.385,13.3158,13.2461,13.1759,13.1051,13.0337,12.9617,12.8892,12.816,12.7423,12.668,12.5932,12.5179,12.442,12.3657,12.2889,12.2117,12.1341,12.0562,11.9779,11.8994,11.8206,11.7417,11.6625,11.5833,11.504,11.4246,11.3453,11.266,11.1867,11.1076,11.0286,10.9499,10.8713,10.7929,10.7149,10.6371,10.5597,10.4826,10.4059,10.3297,10.2538,10.1784,10.1034,10.029,9.95497,9.8815,9.80855,9.73612,9.66423,9.5929,9.52212,9.45191,9.38225,9.31318,9.24468,9.17677,
 ,142,13.279,13.323,13.3664,13.4092,13.4514,13.4931,13.5342,13.5747,13.6148,13.6543,13.6933,13.7319,13.77,13.8077,13.845,13.8819,13.9185,13.9548,13.9908,14.0266,14.0622,14.0976,14.1329,14.1681,14.2032,14.2384,14.2736,14.3089,14.3444,14.3801,14.416,14.4523,14.4889,14.526,14.5635,14.6017,14.6404,14.6799,14.7202,14.7613,14.8033,14.8464,14.8906,14.9359,14.9825,15.0305,15.08,15.131,15.1837,15.2382,15.2946,15.353,15.4135,15.4764,15.5416,15.6094,15.6799,15.7533,15.8297,15.9093,15.9922,16.0788,16.1691,16.2635,16.362,16.4651,16.5728,16.6856,16.8036,16.9272,17.0567,17.1925,17.335,17.4845,17.6414,17.8063,17.9796,18.1619,18.3536,18.5555,18.7683,18.9925,19.229,19.4786,19.7423,20.021,20.3159,20.628,20.9587,21.3094,21.6816,22.0769,22.4974,22.9449,23.4217,23.9304,24.4736,25.0543,25.6761,26.3425,27.0578,27.8267,28.6543,29.5466,30.5101,31.5522,32.6813,33.9069,35.2397,36.6919,38.2775,40.0121,41.914,44.0039,46.3055,48.8463,51.6575,54.7753,58.2409,62.102,66.4126,71.2342,76.6362,82.6952,89.4948,97.1232,105.668,115.21,125.809,137.486,150.195,163.788,177.977,192.289,206.05,218.402,228.382,235.071,237.776,236.2,230.516,221.327,209.512,196.039,181.806,167.538,153.762,140.809,128.862,117.988,108.182,99.3892,91.5348,84.5312,78.2898,72.7255,67.7595,63.3206,59.3452,55.7775,52.5683,49.6748,47.0596,44.6902,42.5386,40.58,38.793,37.1591,35.6618,34.2869,33.0218,31.8556,30.7785,29.7819,28.8583,28.0009,27.2038,26.4615,25.7694,25.1232,24.519,23.9534,23.4234,22.9261,22.4591,22.0199,21.6067,21.2174,20.8504,20.504,20.1769,19.8678,19.5753,19.2986,19.0364,18.7878,18.5521,18.3284,18.1159,17.914,17.722,17.5393,17.3653,17.1995,17.0415,16.8907,16.7467,16.6092,16.4776,16.3517,16.2311,16.1155,16.0045,15.8979,15.7953,15.6966,15.6013,15.5093,15.4203,15.3342,15.2506,15.1693,15.0902,15.013,14.9376,14.8638,14.7913,14.7201,14.6499,14.5807,14.5122,14.4443,14.3769,14.3098,14.243,14.1764,14.1097,14.043,13.9761,13.9089,13.8415,13.7736,13.7054,13.6366,13.5672,13.4973,13.4268,13.3557,13.2838,13.2114,13.1382,13.0644,12.9899,12.9148,12.839,12.7627,12.6857,12.6081,12.53,12.4514,12.3724,12.2929,12.213,12.1328,12.0523,11.9715,11.8905,11.8093,11.7279,11.6465,11.5651,11.4836,11.4022,11.3209,11.2396,11.1586,11.0777,10.9971,10.9167,10.8366,10.7569,10.6775,10.5984,10.5198,10.4416,10.3639,10.2866,10.2098,10.1336,10.0578,9.98264,9.90798,9.83389,9.76037,9.68743,9.61507,9.54331,9.47215,9.40159,9.33164,9.2623,
