BumpId,VoidId,Bump_X,Bump_Y,X(um),Y(um),Diam_X,Diam_Y,Diameter(%),Area(um2),Area(%)
3134,1,6.0298,13.3983,-0.0039,0.0061,1.5959,1.5959,7.6139,2.0003,0.5797
3142,1,7.4451,13.4043,0.0020,-0.0017,3.0385,3.0385,14.3515,7.2511,2.0597
3170,1,7.1408,13.3787,-0.0046,0.0014,2.2569,2.2569,10.6600,4.0006,1.1364
3171,1,7.4900,13.3802,0.0040,0.0033,1.2617,1.2617,6.0701,1.2502,0.3685
3171,2,7.4900,13.3802,0.0017,0.0013,1.5959,1.5959,7.6781,2.0003,0.5895
3214,1,7.3663,13.3565,0.0007,0.0056,1.8713,1.8713,8.9508,2.7504,0.8012
3313,1,7.0628,13.3251,-0.0009,-0.0081,2.2569,2.2569,11.0013,4.0006,1.2103
3484,1,5.9908,13.2541,0.0005,-0.0009,2.3264,2.3264,11.5652,4.2507,1.3375
3508,1,6.2771,13.2452,0.0014,-0.0011,1.9546,1.9546,9.2417,3.0005,0.8541
3510,1,6.7710,13.2470,0.0004,-0.0033,2.3264,2.3264,11.2635,4.2507,1.2687
3514,1,7.4451,13.2505,0.0033,0.0024,3.1415,3.1415,14.9771,7.7512,2.2431
3514,2,7.4451,13.2505,0.0013,-0.0084,1.2617,1.2617,6.0149,1.2502,0.3618
3566,1,7.1413,13.2248,0.0008,0.0011,1.7843,1.7843,8.5249,2.5004,0.7267
3584,1,7.2645,13.2020,0.0057,0.0016,1.5959,1.5959,7.7009,2.0003,0.5930
3589,1,6.1985,13.1974,0.0059,-0.0020,1.5959,1.5959,7.5566,2.0003,0.5710
3592,1,6.7701,13.1993,0.0007,0.0001,3.1918,3.1918,14.9854,8.0013,2.2456
3592,2,6.7701,13.1993,-0.0062,-0.0029,1.5959,1.5959,7.4927,2.0003,0.5614
3594,1,7.4452,13.2017,0.0010,0.0013,2.3264,2.3264,11.1968,4.2506,1.2537
3656,1,6.9790,13.1901,-0.0045,0.0024,3.1415,3.1415,15.0811,7.7512,2.2744
3681,1,6.6469,13.1702,0.0038,0.0006,1.9546,1.9546,9.5382,3.0005,0.9098
3764,1,7.2264,13.1481,0.0008,-0.0001,2.9856,2.9856,14.7043,7.0011,2.1622
3778,1,7.0635,13.1238,0.0007,-0.0018,2.3264,2.3264,11.5154,4.2506,1.3260
3790,1,6.8159,13.1224,-0.0022,-0.0011,1.9546,1.9546,9.3556,3.0005,0.8753
3792,1,7.4909,13.1254,-0.0010,-0.0001,4.2223,4.2223,20.4734,14.0021,4.1916
3855,1,6.7318,13.1033,-0.0015,-0.0009,2.1112,2.1112,10.5661,3.5005,1.1164
3873,1,6.4461,13.0915,-0.0012,-0.0041,3.6129,3.6129,17.9535,10.2516,3.2233
3877,1,7.1868,13.0949,-0.0013,0.0055,2.1112,2.1112,10.2406,3.5006,1.0487
3877,2,7.1868,13.0949,0.0020,0.0016,2.8770,2.8770,13.9555,6.5010,1.9476
3879,1,7.3668,13.0956,0.0013,-0.0022,2.5233,2.5233,11.8221,5.0008,1.3976
3880,1,7.4462,13.0955,0.0005,-0.0001,2.2569,2.2569,10.9971,4.0006,1.2094
3935,1,7.4906,13.0723,0.0064,-0.0008,1.2617,1.2617,6.0259,1.2502,0.3631
3954,1,7.1868,13.0469,0.0030,-0.0023,2.1853,2.1853,10.2960,3.7506,1.0601
3962,1,6.9406,13.0461,0.0006,-0.0015,2.3938,2.3938,11.4457,4.5007,1.3100
3963,1,7.0187,13.0462,0.0003,0.0014,1.2617,1.2617,6.0791,1.2502,0.3695
3964,1,7.3674,13.0475,-0.0017,0.0029,1.9546,1.9546,9.2914,3.0005,0.8633
3964,2,7.3674,13.0475,-0.0014,-0.0027,2.8212,2.8212,13.4110,6.2509,1.7985
4048,1,6.5699,13.0153,-0.0001,-0.0024,2.1112,2.1112,9.6066,3.5005,0.9229
4161,1,7.0640,12.9698,-0.0020,0.0038,1.2617,1.2617,6.2427,1.2502,0.3897
