BumpId,VoidId,Bump_X,Bump_Y,X(um),Y(um),Diam_X,Diam_Y,Diameter(%),Area(um2),Area(%)
3138,1,-135.2610,-2.7261,0.0023,-0.0018,2.6465,2.6465,12.6491,5.5008,1.6000
3141,1,-134.9120,-2.7244,-0.0024,-0.0008,2.2569,2.2569,11.2022,4.0006,1.2549
3142,1,-134.8340,-2.7243,0.0013,0.0023,3.6566,3.6566,17.0310,10.5016,2.9005
3214,1,-134.9120,-2.7724,0.0009,-0.0066,1.9546,1.9546,9.4107,3.0005,0.8856
3224,1,-135.8330,-2.7766,0.0000,0.0007,3.5236,3.5236,17.4078,9.7515,3.0303
3287,1,-136.0400,-2.7882,-0.0016,-0.0023,2.3264,2.3264,11.5334,4.2506,1.3302
3288,1,-135.5470,-2.7857,0.0001,0.0012,1.2617,1.2617,6.2845,1.2502,0.3949
3304,1,-136.3720,-2.8080,-0.0003,-0.0049,1.5959,1.5959,7.7066,2.0003,0.5939
3306,1,-136.1250,-2.8065,-0.0006,0.0014,1.5959,1.5959,7.6556,2.0003,0.5861
3307,1,-135.9560,-2.8062,0.0027,0.0014,2.9318,2.9318,14.6443,6.7510,2.1446
3309,1,-135.7090,-2.8051,0.0010,0.0024,2.3938,2.3938,10.9217,4.5007,1.1928
3314,1,-135.1370,-2.8027,-0.0010,0.0021,1.9546,1.9546,9.6225,3.0005,0.9259
3406,1,-135.2150,-2.8514,-0.0017,0.0003,2.8212,2.8212,13.7516,6.2509,1.8911
3416,1,-136.1240,-2.8548,-0.0027,0.0014,1.2617,1.2617,5.8823,1.2502,0.3460
3512,1,-135.0130,-2.8798,0.0028,-0.0050,1.7843,1.7843,8.5812,2.5004,0.7364
3583,1,-135.0910,-2.9274,0.0036,0.0027,2.0344,2.0344,9.9015,3.2505,0.9804
3583,2,-135.0910,-2.9274,-0.0014,-0.0002,3.3380,3.3380,16.2466,8.7514,2.6395
3588,1,-136.4940,-2.9334,0.0034,-0.0016,2.3264,2.3264,11.5425,4.2507,1.3323
3681,1,-135.6310,-2.9590,-0.0001,-0.0007,2.3264,2.3264,11.2258,4.2506,1.2602
3682,1,-135.4620,-2.9582,-0.0032,0.0023,2.5856,2.5856,12.1523,5.2508,1.4768
3682,2,-135.4620,-2.9582,-0.0036,-0.0076,2.1853,2.1853,10.2706,3.7506,1.0549
3764,1,-135.0520,-2.9804,-0.0010,0.0011,2.5233,2.5233,12.2536,5.0008,1.5015
3788,1,-135.7090,-3.0077,0.0004,0.0009,1.7843,1.7843,8.0792,2.5004,0.6527
3792,1,-134.7870,-3.0036,0.0042,-0.0027,2.9318,2.9318,14.3074,6.7511,2.0470
3792,2,-134.7870,-3.0036,-0.0028,-0.0078,1.5959,1.5959,7.7879,2.0003,0.6065
3874,1,-135.7530,-3.0369,-0.0005,0.0011,2.4594,2.4594,11.7253,4.7508,1.3748
3880,1,-134.8330,-3.0327,-0.0012,0.0005,1.5959,1.5959,7.6360,2.0003,0.5831
3935,1,-134.7870,-3.0566,-0.0006,-0.0001,1.5959,1.5959,7.4796,2.0003,0.5594
3964,1,-134.9110,-3.0809,0.0054,0.0066,1.7843,1.7843,8.5467,2.5004,0.7305
3964,2,-134.9110,-3.0809,-0.0034,-0.0028,2.3938,2.3938,11.4666,4.5007,1.3148
4048,1,-135.7080,-3.1140,0.0011,-0.0003,3.1918,3.1918,14.1466,8.0013,2.0013
