Recipe,Lot,Wafer,MAX Area Void,MAX Diameter Void,Total NG,DieId,BumpId,Area Percent,Diameter Percent
D26-17,26um,126173086.17,18.69,43.23,523.00,60,375,8.51,29.18
D26-17,26um,126173086.17,18.69,43.23,523.00,60,442,8.40,28.98
D26-17,26um,126173086.17,18.69,43.23,523.00,60,500,11.16,33.41
D26-17,26um,126173086.17,18.69,43.23,523.00,60,505,9.75,31.23
D26-17,26um,126173086.17,18.69,43.23,523.00,60,538,8.11,28.48
D26-17,26um,126173086.17,18.69,43.23,523.00,60,592,8.91,29.85
D26-17,26um,126173086.17,18.69,43.23,523.00,60,597,8.10,28.46
D26-17,26um,126173086.17,18.69,43.23,523.00,60,694,13.76,37.09
D26-17,26um,126173086.17,18.69,43.23,523.00,60,704,8.98,29.97
D26-17,26um,126173086.17,18.69,43.23,523.00,60,788,11.08,33.29
D26-17,26um,126173086.17,18.69,43.23,523.00,60,789,9.29,30.48
D26-17,26um,126173086.17,18.69,43.23,523.00,60,834,8.27,28.76
D26-17,26um,126173086.17,18.69,43.23,523.00,60,836,14.72,38.37
D26-17,26um,126173086.17,18.69,43.23,523.00,60,837,12.25,35.00
D26-17,26um,126173086.17,18.69,43.23,523.00,60,839,8.84,29.73
D26-17,26um,126173086.17,18.69,43.23,523.00,60,848,8.42,29.02
D26-17,26um,126173086.17,18.69,43.23,523.00,60,849,15.95,39.93
D26-17,26um,126173086.17,18.69,43.23,523.00,60,913,12.58,35.47
D26-17,26um,126173086.17,18.69,43.23,523.00,60,1002,13.68,36.99
D26-17,26um,126173086.17,18.69,43.23,523.00,60,1003,10.63,32.61
D26-17,26um,126173086.17,18.69,43.23,523.00,60,1004,9.43,30.71
D26-17,26um,126173086.17,18.69,43.23,523.00,60,1006,11.74,34.26
D26-17,26um,126173086.17,18.69,43.23,523.00,60,1044,9.07,30.12
D26-17,26um,126173086.17,18.69,43.23,523.00,60,1046,10.22,31.97
D26-17,26um,126173086.17,18.69,43.23,523.00,60,1048,10.47,32.36
D26-17,26um,126173086.17,18.69,43.23,523.00,60,1049,11.96,34.58
D26-17,26um,126173086.17,18.69,43.23,523.00,60,1052,9.67,31.09
D26-17,26um,126173086.17,18.69,43.23,523.00,60,1056,12.50,35.36
D26-17,26um,126173086.17,18.69,43.23,523.00,60,1144,10.19,31.91
D26-17,26um,126173086.17,18.69,43.23,523.00,60,1157,8.99,29.99
D26-17,26um,126173086.17,18.69,43.23,523.00,60,1197,17.73,42.11
D26-17,26um,126173086.17,18.69,43.23,523.00,60,1198,8.37,28.93
