Recipe,Lot,Wafer,MAX Area Void,MAX Diameter Void,Total NG,DieId,BumpId,Area Percent,Diameter Percent
D26-17,26um,126173086.17,18.69,43.23,523.00,60,1200,10.07,31.73
D26-17,26um,126173086.17,18.69,43.23,523.00,60,1201,11.63,34.10
D26-17,26um,126173086.17,18.69,43.23,523.00,60,1202,13.39,36.60
D26-17,26um,126173086.17,18.69,43.23,523.00,60,1248,8.88,29.79
D26-17,26um,126173086.17,18.69,43.23,523.00,60,1250,8.18,28.61
D26-17,26um,126173086.17,18.69,43.23,523.00,60,1251,11.11,33.33
D26-17,26um,126173086.17,18.69,43.23,523.00,60,1259,8.14,28.53
D26-17,26um,126173086.17,18.69,43.23,523.00,60,1262,14.75,38.40
D26-17,26um,126173086.17,18.69,43.23,523.00,60,1335,12.55,35.43
D26-17,26um,126173086.17,18.69,43.23,523.00,60,1336,10.31,32.10
D26-17,26um,126173086.17,18.69,43.23,523.00,60,1390,10.61,32.57
D26-17,26um,126173086.17,18.69,43.23,523.00,60,1394,16.27,40.33
D26-17,26um,126173086.17,18.69,43.23,523.00,60,1443,8.40,28.99
D26-17,26um,126173086.17,18.69,43.23,523.00,60,1444,12.54,35.42
D26-17,26um,126173086.17,18.69,43.23,523.00,60,1445,8.48,29.12
D26-17,26um,126173086.17,18.69,43.23,523.00,60,1452,14.66,38.28
D26-17,26um,126173086.17,18.69,43.23,523.00,60,1454,12.98,36.03
D26-17,26um,126173086.17,18.69,43.23,523.00,60,1519,8.68,29.47
D26-17,26um,126173086.17,18.69,43.23,523.00,60,1524,8.90,29.84
D26-17,26um,126173086.17,18.69,43.23,523.00,60,1525,10.65,32.64
D26-17,26um,126173086.17,18.69,43.23,523.00,60,1544,12.52,35.39
D26-17,26um,126173086.17,18.69,43.23,523.00,60,1545,9.41,30.67
D26-17,26um,126173086.17,18.69,43.23,523.00,60,1547,10.40,32.26
D26-17,26um,126173086.17,18.69,43.23,523.00,60,1549,9.08,30.14
D26-17,26um,126173086.17,18.69,43.23,523.00,60,1551,8.08,28.43
D26-17,26um,126173086.17,18.69,43.23,523.00,60,1588,8.64,29.39
D26-17,26um,126173086.17,18.69,43.23,523.00,60,1629,8.20,28.64
D26-17,26um,126173086.17,18.69,43.23,523.00,60,1641,10.62,32.59
D26-17,26um,126173086.17,18.69,43.23,523.00,60,1650,8.76,29.59
D26-17,26um,126173086.17,18.69,43.23,523.00,60,1653,10.51,32.42
D26-17,26um,126173086.17,18.69,43.23,523.00,60,1786,8.47,29.11
D26-17,26um,126173086.17,18.69,43.23,523.00,60,1789,9.99,31.61
D26-17,26um,126173086.17,18.69,43.23,523.00,60,1792,10.73,32.76
D26-17,26um,126173086.17,18.69,43.23,523.00,60,1793,10.19,31.92
D26-17,26um,126173086.17,18.69,43.23,523.00,60,1839,11.28,33.59
D26-17,26um,126173086.17,18.69,43.23,523.00,60,1840,8.79,29.65
D26-17,26um,126173086.17,18.69,43.23,523.00,60,1841,11.83,34.40
D26-17,26um,126173086.17,18.69,43.23,523.00,60,1845,8.93,29.89
D26-17,26um,126173086.17,18.69,43.23,523.00,60,1846,9.80,31.30
D26-17,26um,126173086.17,18.69,43.23,523.00,60,1848,9.88,31.44
D26-17,26um,126173086.17,18.69,43.23,523.00,60,1850,12.06,34.72
D26-17,26um,126173086.17,18.69,43.23,523.00,60,1851,13.65,36.94
D26-17,26um,126173086.17,18.69,43.23,523.00,60,1918,9.77,31.26
D26-17,26um,126173086.17,18.69,43.23,523.00,60,1938,8.57,29.28
D26-17,26um,126173086.17,18.69,43.23,523.00,60,1946,9.11,30.18
D26-17,26um,126173086.17,18.69,43.23,523.00,60,1979,10.95,33.08
D26-17,26um,126173086.17,18.69,43.23,523.00,60,1982,9.25,30.42
D26-17,26um,126173086.17,18.69,43.23,523.00,60,2027,12.75,35.71
D26-17,26um,126173086.17,18.69,43.23,523.00,60,2037,12.34,35.13
D26-17,26um,126173086.17,18.69,43.23,523.00,60,2042,11.71,34.22
D26-17,26um,126173086.17,18.69,43.23,523.00,60,2117,18.69,43.23
D26-17,26um,126173086.17,18.69,43.23,523.00,60,2118,9.56,30.91
D26-17,26um,126173086.17,18.69,43.23,523.00,60,2119,13.15,36.26
D26-17,26um,126173086.17,18.69,43.23,523.00,60,2197,9.88,31.43
D26-17,26um,126173086.17,18.69,43.23,523.00,60,2203,12.59,35.49
D26-17,26um,126173086.17,18.69,43.23,523.00,60,2206,14.83,38.50
D26-17,26um,126173086.17,18.69,43.23,523.00,60,2207,8.39,28.97
D26-17,26um,126173086.17,18.69,43.23,523.00,60,2208,10.75,32.78
D26-17,26um,126173086.17,18.69,43.23,523.00,60,2210,13.45,36.67
D26-17,26um,126173086.17,18.69,43.23,523.00,60,2212,9.75,31.22
D26-17,26um,126173086.17,18.69,43.23,523.00,60,2213,9.32,30.53
D26-17,26um,126173086.17,18.69,43.23,523.00,60,2214,9.00,30.00
D26-17,26um,126173086.17,18.69,43.23,523.00,60,2217,12.86,35.85
D26-17,26um,126173086.17,18.69,43.23,523.00,60,2219,9.12,30.19
D26-17,26um,126173086.17,18.69,43.23,523.00,60,2306,9.60,30.98
D26-17,26um,126173086.17,18.69,43.23,523.00,60,2343,10.80,32.87
D26-17,26um,126173086.17,18.69,43.23,523.00,60,2345,10.66,32.64
D26-17,26um,126173086.17,18.69,43.23,523.00,60,2346,13.54,36.80
D26-17,26um,126173086.17,18.69,43.23,523.00,60,2396,10.10,31.79
D26-17,26um,126173086.17,18.69,43.23,523.00,60,2397,9.53,30.87
D26-17,26um,126173086.17,18.69,43.23,523.00,60,2405,8.29,28.79
D26-17,26um,126173086.17,18.69,43.23,523.00,60,2407,10.79,32.85
D26-17,26um,126173086.17,18.69,43.23,523.00,60,2410,15.53,39.41
D26-17,26um,126173086.17,18.69,43.23,523.00,60,2411,8.29,28.80
D26-17,26um,126173086.17,18.69,43.23,523.00,60,2412,10.90,33.02
D26-17,26um,126173086.17,18.69,43.23,523.00,60,2413,14.04,37.47
D26-17,26um,126173086.17,18.69,43.23,523.00,60,2414,10.06,31.72
D26-17,26um,126173086.17,18.69,43.23,523.00,60,2415,10.30,32.09
D26-17,26um,126173086.17,18.69,43.23,523.00,60,2495,14.98,38.70
D26-17,26um,126173086.17,18.69,43.23,523.00,60,2496,13.79,37.13
D26-17,26um,126173086.17,18.69,43.23,523.00,60,2497,11.46,33.85
D26-17,26um,126173086.17,18.69,43.23,523.00,60,2501,9.92,31.50
D26-17,26um,126173086.17,18.69,43.23,523.00,60,2579,12.82,35.81
D26-17,26um,126173086.17,18.69,43.23,523.00,60,2580,8.87,29.78
D26-17,26um,126173086.17,18.69,43.23,523.00,60,2582,11.16,33.41
D26-17,26um,126173086.17,18.69,43.23,523.00,60,2583,9.60,30.98
D26-17,26um,126173086.17,18.69,43.23,523.00,60,2584,8.76,29.59
D26-17,26um,126173086.17,18.69,43.23,523.00,60,2588,12.25,35.00
D26-17,26um,126173086.17,18.69,43.23,523.00,60,2591,11.57,34.02
D26-17,26um,126173086.17,18.69,43.23,523.00,60,2620,11.86,34.44
D26-17,26um,126173086.17,18.69,43.23,523.00,60,2674,11.23,33.51
D26-17,26um,126173086.17,18.69,43.23,523.00,60,2687,9.12,30.20
D26-17,26um,126173086.17,18.69,43.23,523.00,60,2689,10.98,33.14
D26-17,26um,126173086.17,18.69,43.23,523.00,60,2690,11.57,34.01
D26-17,26um,126173086.17,18.69,43.23,523.00,60,2693,10.90,33.02
D26-17,26um,126173086.17,18.69,43.23,523.00,60,2694,8.04,28.36
D26-17,26um,126173086.17,18.69,43.23,523.00,60,2758,10.03,31.67
D26-17,26um,126173086.17,18.69,43.23,523.00,60,2767,8.27,28.76
D26-17,26um,126173086.17,18.69,43.23,523.00,60,2769,8.45,29.07
D26-17,26um,126173086.17,18.69,43.23,523.00,60,2770,8.30,28.81
D26-17,26um,126173086.17,18.69,43.23,523.00,60,2773,12.24,34.99
D26-17,26um,126173086.17,18.69,43.23,523.00,60,2776,8.22,28.66
D26-17,26um,126173086.17,18.69,43.23,523.00,60,2778,10.31,32.12
D26-17,26um,126173086.17,18.69,43.23,523.00,60,2848,8.49,29.14
D26-17,26um,126173086.17,18.69,43.23,523.00,60,2855,10.83,32.90
D26-17,26um,126173086.17,18.69,43.23,523.00,60,2859,10.80,32.86
D26-17,26um,126173086.17,18.69,43.23,523.00,60,2861,13.86,37.23
D26-17,26um,126173086.17,18.69,43.23,523.00,60,2939,11.64,34.12
D26-17,26um,126173086.17,18.69,43.23,523.00,60,2940,8.10,28.46
D26-17,26um,126173086.17,18.69,43.23,523.00,60,2942,11.20,33.46
D26-17,26um,126173086.17,18.69,43.23,523.00,60,2944,13.64,36.93
D26-17,26um,126173086.17,18.69,43.23,523.00,60,2946,8.36,28.92
D26-17,26um,126173086.17,18.69,43.23,523.00,60,2947,8.74,29.57
D26-17,26um,126173086.17,18.69,43.23,523.00,60,2948,11.01,33.18
D26-17,26um,126173086.17,18.69,43.23,523.00,60,2949,10.03,31.67
D26-17,26um,126173086.17,18.69,43.23,523.00,60,2951,11.89,34.49
D26-17,26um,126173086.17,18.69,43.23,523.00,60,2954,8.64,29.39
D26-17,26um,126173086.17,18.69,43.23,523.00,60,3026,9.02,30.04
D26-17,26um,126173086.17,18.69,43.23,523.00,60,3043,9.97,31.57
D26-17,26um,126173086.17,18.69,43.23,523.00,60,3049,8.55,29.24
D26-17,26um,126173086.17,18.69,43.23,523.00,60,3050,10.64,32.63
D26-17,26um,126173086.17,18.69,43.23,523.00,60,3052,12.28,35.04
D26-17,26um,126173086.17,18.69,43.23,523.00,60,3054,8.00,28.28
D26-17,26um,126173086.17,18.69,43.23,523.00,60,3055,8.47,29.10
D26-17,26um,126173086.17,18.69,43.23,523.00,60,3057,12.44,35.26
D26-17,26um,126173086.17,18.69,43.23,523.00,60,3058,12.72,35.66
D26-17,26um,126173086.17,18.69,43.23,523.00,60,3059,8.17,28.58
D26-17,26um,126173086.17,18.69,43.23,523.00,60,3116,10.58,32.53
D26-17,26um,126173086.17,18.69,43.23,523.00,60,3118,9.33,30.54
D26-17,26um,126173086.17,18.69,43.23,523.00,60,3131,8.75,29.58
D26-17,26um,126173086.17,18.69,43.23,523.00,60,3132,9.13,30.22
D26-17,26um,126173086.17,18.69,43.23,523.00,60,3135,9.55,30.90
D26-17,26um,126173086.17,18.69,43.23,523.00,60,3136,8.64,29.39
D26-17,26um,126173086.17,18.69,43.23,523.00,60,3137,8.59,29.32
D26-17,26um,126173086.17,18.69,43.23,523.00,60,3138,8.41,29.01
D26-17,26um,126173086.17,18.69,43.23,523.00,60,3210,8.19,28.62
D26-17,26um,126173086.17,18.69,43.23,523.00,60,3211,9.69,31.14
D26-17,26um,126173086.17,18.69,43.23,523.00,60,3220,12.45,35.28
D26-17,26um,126173086.17,18.69,43.23,523.00,60,3221,10.11,31.80
D26-17,26um,126173086.17,18.69,43.23,523.00,60,3222,13.05,36.13
D26-17,26um,126173086.17,18.69,43.23,523.00,60,3224,9.61,31.01
D26-17,26um,126173086.17,18.69,43.23,523.00,60,3287,10.88,32.99
D26-17,26um,126173086.17,18.69,43.23,523.00,60,3303,8.04,28.35
D26-17,26um,126173086.17,18.69,43.23,523.00,60,3305,10.13,31.83
D26-17,26um,126173086.17,18.69,43.23,523.00,60,3306,13.25,36.39
D26-17,26um,126173086.17,18.69,43.23,523.00,60,3309,8.99,29.98
D26-17,26um,126173086.17,18.69,43.23,523.00,60,3314,17.88,42.28
D26-17,26um,126173086.17,18.69,43.23,523.00,60,3390,8.73,29.54
D26-17,26um,126173086.17,18.69,43.23,523.00,60,3406,9.89,31.44
D26-17,26um,126173086.17,18.69,43.23,523.00,60,3408,13.02,36.09
D26-17,26um,126173086.17,18.69,43.23,523.00,60,3411,8.46,29.09
D26-17,26um,126173086.17,18.69,43.23,523.00,60,3484,8.48,29.12
D26-17,26um,126173086.17,18.69,43.23,523.00,60,3506,11.47,33.87
D26-17,26um,126173086.17,18.69,43.23,523.00,60,3510,11.10,33.32
D26-17,26um,126173086.17,18.69,43.23,523.00,60,3567,8.22,28.67
D26-17,26um,126173086.17,18.69,43.23,523.00,60,3583,14.13,37.59
D26-17,26um,126173086.17,18.69,43.23,523.00,60,3588,13.37,36.57
D26-17,26um,126173086.17,18.69,43.23,523.00,60,3674,10.06,31.72
D26-17,26um,126173086.17,18.69,43.23,523.00,60,3675,9.95,31.54
D26-17,26um,126173086.17,18.69,43.23,523.00,60,3677,8.43,29.03
D26-17,26um,126173086.17,18.69,43.23,523.00,60,3679,8.73,29.54
D26-17,26um,126173086.17,18.69,43.23,523.00,60,3682,13.99,37.40
D26-17,26um,126173086.17,18.69,43.23,523.00,60,3683,10.08,31.75
D26-17,26um,126173086.17,18.69,43.23,523.00,60,3684,10.54,32.46
D26-17,26um,126173086.17,18.69,43.23,523.00,60,3781,8.83,29.71
D26-17,26um,126173086.17,18.69,43.23,523.00,60,3783,9.08,30.14
D26-17,26um,126173086.17,18.69,43.23,523.00,60,3785,11.44,33.83
D26-17,26um,126173086.17,18.69,43.23,523.00,60,3788,10.77,32.82
D26-17,26um,126173086.17,18.69,43.23,523.00,60,3853,18.42,42.92
D26-17,26um,126173086.17,18.69,43.23,523.00,60,3854,13.77,37.11
D26-17,26um,126173086.17,18.69,43.23,523.00,60,3855,8.94,29.90
D26-17,26um,126173086.17,18.69,43.23,523.00,60,3862,8.62,29.37
D26-17,26um,126173086.17,18.69,43.23,523.00,60,3880,15.95,39.93
D26-17,26um,126173086.17,18.69,43.23,523.00,60,3890,13.11,36.20
D26-17,26um,126173086.17,18.69,43.23,523.00,60,3933,10.65,32.63
D26-17,26um,126173086.17,18.69,43.23,523.00,60,3955,9.71,31.17
D26-17,26um,126173086.17,18.69,43.23,523.00,60,3958,9.15,30.25
D26-17,26um,126173086.17,18.69,43.23,523.00,60,3961,8.35,28.90
D26-17,26um,126173086.17,18.69,43.23,523.00,60,3962,8.32,28.84
D26-17,26um,126173086.17,18.69,43.23,523.00,60,4028,8.60,29.33
D26-17,26um,126173086.17,18.69,43.23,523.00,60,4034,8.62,29.36
D26-17,26um,126173086.17,18.69,43.23,523.00,60,4042,8.37,28.93
D26-17,26um,126173086.17,18.69,43.23,523.00,60,4049,12.04,34.70
D26-17,26um,126173086.17,18.69,43.23,523.00,60,4050,15.34,39.17
D26-17,26um,126173086.17,18.69,43.23,523.00,60,4051,10.91,33.03
D26-17,26um,126173086.17,18.69,43.23,523.00,60,4121,17.93,42.35
D26-17,26um,126173086.17,18.69,43.23,523.00,60,4151,8.03,28.33
D26-17,26um,126173086.17,18.69,43.23,523.00,60,4152,12.54,35.42
D26-17,26um,126173086.17,18.69,43.23,523.00,60,4155,9.29,30.47
D26-17,26um,126173086.17,18.69,43.23,523.00,60,4160,11.76,34.30
D26-17,26um,126173086.17,18.69,43.23,523.00,60,4235,8.48,29.12
D26-17,26um,126173086.17,18.69,43.23,523.00,60,4238,8.97,29.94
D26-17,26um,126173086.17,18.69,43.23,523.00,60,4240,11.71,34.22
D26-17,26um,126173086.17,18.69,43.23,523.00,60,4244,9.70,31.14
D26-17,26um,126173086.17,18.69,43.23,523.00,60,4245,8.84,29.73
D26-17,26um,126173086.17,18.69,43.23,523.00,60,4326,13.43,36.65
D26-17,26um,126173086.17,18.69,43.23,523.00,60,4398,9.75,31.22
D26-17,26um,126173086.17,18.69,43.23,523.00,60,4415,10.45,32.33
D26-17,26um,126173086.17,18.69,43.23,523.00,60,4417,9.60,30.98
D26-17,26um,126173086.17,18.69,43.23,523.00,60,4483,12.88,35.89
D26-17,26um,126173086.17,18.69,43.23,523.00,60,4529,16.56,40.70
D26-17,26um,126173086.17,18.69,43.23,523.00,60,4530,16.00,40.00
D26-17,26um,126173086.17,18.69,43.23,523.00,60,4532,8.95,29.92
D26-17,26um,126173086.17,18.69,43.23,523.00,60,4611,9.63,31.04
D26-17,26um,126173086.17,18.69,43.23,523.00,60,4621,11.96,34.59
D26-17,26um,126173086.17,18.69,43.23,523.00,60,4696,13.35,36.53
D26-17,26um,126173086.17,18.69,43.23,523.00,60,4699,14.80,38.47
D26-17,26um,126173086.17,18.69,43.23,523.00,60,4762,14.39,37.93
D26-17,26um,126173086.17,18.69,43.23,523.00,60,4791,8.31,28.82
D26-17,26um,126173086.17,18.69,43.23,523.00,60,4794,8.08,28.43
D26-17,26um,126173086.17,18.69,43.23,523.00,60,4839,13.76,37.10
D26-17,26um,126173086.17,18.69,43.23,523.00,60,4889,9.26,30.44
D26-17,26um,126173086.17,18.69,43.23,523.00,60,4896,12.79,35.77
D26-17,26um,126173086.17,18.69,43.23,523.00,60,4897,10.03,31.67
D26-17,26um,126173086.17,18.69,43.23,523.00,60,4898,10.06,31.72
D26-17,26um,126173086.17,18.69,43.23,523.00,60,4899,11.44,33.82
D26-17,26um,126173086.17,18.69,43.23,523.00,60,4900,8.42,29.01
D26-17,26um,126173086.17,18.69,43.23,523.00,60,4990,13.02,36.08
D26-17,26um,126173086.17,18.69,43.23,523.00,60,5062,9.74,31.21
D26-17,26um,126173086.17,18.69,43.23,523.00,60,5066,12.91,35.93
D26-17,26um,126173086.17,18.69,43.23,523.00,60,5068,11.38,33.74
D26-17,26um,126173086.17,18.69,43.23,523.00,60,5162,8.47,29.10
D26-17,26um,126173086.17,18.69,43.23,523.00,60,5166,8.37,28.92
D26-17,26um,126173086.17,18.69,43.23,523.00,60,5256,9.23,30.38
D26-17,26um,126173086.17,18.69,43.23,523.00,60,5264,9.41,30.68
D26-17,26um,126173086.17,18.69,43.23,523.00,60,5266,9.11,30.19
D26-17,26um,126173086.17,18.69,43.23,523.00,60,5335,16.00,39.99
D26-17,26um,126173086.17,18.69,43.23,523.00,60,5343,8.91,29.85
D26-17,26um,126173086.17,18.69,43.23,523.00,60,5430,8.42,29.01
D26-17,26um,126173086.17,18.69,43.23,523.00,60,5434,9.01,30.02
D26-17,26um,126173086.17,18.69,43.23,523.00,60,5435,8.32,28.84
D26-17,26um,126173086.17,18.69,43.23,523.00,60,5518,10.94,33.08
D26-17,26um,126173086.17,18.69,43.23,523.00,60,5519,8.66,29.43
D26-17,26um,126173086.17,18.69,43.23,523.00,60,5605,13.28,36.44
D26-17,26um,126173086.17,18.69,43.23,523.00,60,5634,9.04,30.07
D26-17,26um,126173086.17,18.69,43.23,523.00,228,549,8.16,28.56
D26-17,26um,126173086.17,18.69,43.23,523.00,228,701,8.25,28.72
D26-17,26um,126173086.17,18.69,43.23,523.00,228,1158,9.57,30.94
D26-17,26um,126173086.17,18.69,43.23,523.00,228,1393,8.74,29.56
D26-17,26um,126173086.17,18.69,43.23,523.00,228,1651,12.12,34.81
D26-17,26um,126173086.17,18.69,43.23,523.00,228,1739,13.41,36.62
D26-17,26um,126173086.17,18.69,43.23,523.00,228,2042,11.06,33.26
D26-17,26um,126173086.17,18.69,43.23,523.00,228,2205,11.10,33.32
D26-17,26um,126173086.17,18.69,43.23,523.00,228,2214,9.53,30.87
D26-17,26um,126173086.17,18.69,43.23,523.00,228,2218,10.43,32.29
D26-17,26um,126173086.17,18.69,43.23,523.00,228,2398,13.32,36.49
D26-17,26um,126173086.17,18.69,43.23,523.00,228,2412,8.30,28.82
D26-17,26um,126173086.17,18.69,43.23,523.00,228,2413,9.90,31.46
D26-17,26um,126173086.17,18.69,43.23,523.00,228,2416,11.07,33.27
D26-17,26um,126173086.17,18.69,43.23,523.00,228,2492,8.60,29.33
D26-17,26um,126173086.17,18.69,43.23,523.00,228,2496,8.51,29.17
D26-17,26um,126173086.17,18.69,43.23,523.00,228,2497,13.50,36.75
D26-17,26um,126173086.17,18.69,43.23,523.00,228,2498,11.32,33.64
D26-17,26um,126173086.17,18.69,43.23,523.00,228,2691,8.58,29.30
D26-17,26um,126173086.17,18.69,43.23,523.00,228,2774,8.03,28.33
D26-17,26um,126173086.17,18.69,43.23,523.00,228,2778,10.15,31.86
D26-17,26um,126173086.17,18.69,43.23,523.00,228,2849,10.05,31.69
D26-17,26um,126173086.17,18.69,43.23,523.00,228,2953,10.09,31.77
D26-17,26um,126173086.17,18.69,43.23,523.00,228,3043,8.11,28.47
D26-17,26um,126173086.17,18.69,43.23,523.00,228,3045,9.71,31.15
D26-17,26um,126173086.17,18.69,43.23,523.00,228,3055,8.65,29.41
D26-17,26um,126173086.17,18.69,43.23,523.00,228,3135,9.51,30.84
D26-17,26um,126173086.17,18.69,43.23,523.00,228,3213,9.24,30.40
D26-17,26um,126173086.17,18.69,43.23,523.00,228,3659,11.52,33.94
D26-17,26um,126173086.17,18.69,43.23,523.00,228,3686,8.86,29.77
D26-17,26um,126173086.17,18.69,43.23,523.00,228,3765,14.80,38.47
D26-17,26um,126173086.17,18.69,43.23,523.00,228,3779,10.18,31.90
D26-17,26um,126173086.17,18.69,43.23,523.00,228,3791,8.99,29.98
D26-17,26um,126173086.17,18.69,43.23,523.00,228,3877,8.39,28.96
D26-17,26um,126173086.17,18.69,43.23,523.00,228,4049,10.99,33.15
D26-17,26um,126173086.17,18.69,43.23,523.00,228,4160,9.72,31.18
D26-17,26um,126173086.17,18.69,43.23,523.00,228,4398,8.12,28.49
D26-17,26um,126173086.17,18.69,43.23,523.00,228,4411,8.39,28.97
D26-17,26um,126173086.17,18.69,43.23,523.00,228,4534,8.67,29.44
D26-17,26um,126173086.17,18.69,43.23,523.00,228,4596,9.47,30.78
D26-17,26um,126173086.17,18.69,43.23,523.00,228,4763,9.52,30.86
D26-17,26um,126173086.17,18.69,43.23,523.00,228,4764,15.63,39.53
D26-17,26um,126173086.17,18.69,43.23,523.00,228,4964,10.33,32.14
D26-17,26um,126173086.17,18.69,43.23,523.00,228,5267,8.33,28.87
D26-17,26um,126173086.17,18.69,43.23,523.00,228,5426,11.52,33.93
D26-17,26um,126173086.17,18.69,43.23,523.00,228,5499,8.96,29.93
D26-17,26um,126173086.17,18.69,43.23,523.00,228,5605,11.97,34.60
D26-17,26um,126173086.17,18.69,43.23,523.00,228,5722,8.79,29.64
D26-17,26um,126173086.17,18.69,43.23,523.00,242,297,9.17,30.28
D26-17,26um,126173086.17,18.69,43.23,523.00,242,694,10.53,32.44
D26-17,26um,126173086.17,18.69,43.23,523.00,242,713,8.73,29.54
D26-17,26um,126173086.17,18.69,43.23,523.00,242,1004,10.04,31.68
D26-17,26um,126173086.17,18.69,43.23,523.00,242,1052,8.42,29.02
D26-17,26um,126173086.17,18.69,43.23,523.00,242,1250,11.91,34.51
D26-17,26um,126173086.17,18.69,43.23,523.00,242,1260,10.18,31.91
D26-17,26um,126173086.17,18.69,43.23,523.00,242,1445,9.46,30.76
D26-17,26um,126173086.17,18.69,43.23,523.00,242,1449,10.34,32.15
D26-17,26um,126173086.17,18.69,43.23,523.00,242,1588,8.22,28.67
D26-17,26um,126173086.17,18.69,43.23,523.00,242,1788,9.44,30.72
D26-17,26um,126173086.17,18.69,43.23,523.00,242,1792,9.01,30.01
D26-17,26um,126173086.17,18.69,43.23,523.00,242,1849,8.21,28.66
D26-17,26um,126173086.17,18.69,43.23,523.00,242,1852,13.25,36.40
D26-17,26um,126173086.17,18.69,43.23,523.00,242,1935,8.58,29.29
D26-17,26um,126173086.17,18.69,43.23,523.00,242,1946,8.48,29.12
D26-17,26um,126173086.17,18.69,43.23,523.00,242,2041,8.00,28.29
D26-17,26um,126173086.17,18.69,43.23,523.00,242,2115,10.09,31.76
D26-17,26um,126173086.17,18.69,43.23,523.00,242,2117,10.90,33.02
D26-17,26um,126173086.17,18.69,43.23,523.00,242,2203,8.07,28.40
D26-17,26um,126173086.17,18.69,43.23,523.00,242,2206,16.41,40.51
D26-17,26um,126173086.17,18.69,43.23,523.00,242,2207,8.19,28.62
D26-17,26um,126173086.17,18.69,43.23,523.00,242,2213,9.39,30.65
D26-17,26um,126173086.17,18.69,43.23,523.00,242,2306,8.82,29.70
D26-17,26um,126173086.17,18.69,43.23,523.00,242,2307,8.05,28.37
D26-17,26um,126173086.17,18.69,43.23,523.00,242,2348,9.99,31.60
D26-17,26um,126173086.17,18.69,43.23,523.00,242,2349,9.59,30.96
D26-17,26um,126173086.17,18.69,43.23,523.00,242,2350,9.42,30.69
D26-17,26um,126173086.17,18.69,43.23,523.00,242,2399,13.38,36.58
D26-17,26um,126173086.17,18.69,43.23,523.00,242,2496,8.81,29.68
D26-17,26um,126173086.17,18.69,43.23,523.00,242,2583,11.03,33.21
D26-17,26um,126173086.17,18.69,43.23,523.00,242,2587,9.90,31.46
D26-17,26um,126173086.17,18.69,43.23,523.00,242,2589,8.77,29.62
D26-17,26um,126173086.17,18.69,43.23,523.00,242,2776,8.07,28.42
D26-17,26um,126173086.17,18.69,43.23,523.00,242,2859,8.66,29.43
D26-17,26um,126173086.17,18.69,43.23,523.00,242,2860,8.93,29.89
D26-17,26um,126173086.17,18.69,43.23,523.00,242,2940,14.30,37.82
D26-17,26um,126173086.17,18.69,43.23,523.00,242,2942,8.52,29.19
D26-17,26um,126173086.17,18.69,43.23,523.00,242,2952,8.82,29.69
D26-17,26um,126173086.17,18.69,43.23,523.00,242,3053,10.37,32.21
D26-17,26um,126173086.17,18.69,43.23,523.00,242,3057,10.19,31.93
