Centre_X,Centre_Y,Diameter_Max
-6.3326,125.2595,37.1120
6.5941,12.2928,39.9724
-135.6855,-3.8357,38.4780
-6.3426,-3.8446,39.3350
135.9380,-3.8574,36.7991
6.5821,-132.9520,37.1916
