Centre_X,Centre_Y,LargestVoidPercent
-6.3326,125.2595,18.6916
6.5941,12.2928,15.6250
-135.6855,-3.8357,16.4108
-6.3426,-3.8446,15.3052
135.9380,-3.8574,10.0642
6.5821,-132.9520,12.6858
