Centre_X,Centre_Y,LargestVoidDiameterPercent
-6.3326,125.2595,43.2338
6.5941,12.2928,39.5285
-135.6855,-3.8357,40.5102
-6.3426,-3.8446,39.1219
135.9380,-3.8574,31.7242
6.5821,-132.9520,35.6172
