Centre_X,Centre_Y,LargestVoidArea
-6.3326,125.2595,84.4770
6.5941,12.2928,59.1339
-135.6855,-3.8357,72.2278
-6.3426,-3.8446,75.1845
135.9380,-3.8574,43.0832
6.5821,-132.9520,54.0653
