Centre_X,Centre_Y,Diameter_Min
-6.3326,125.2595,20.0433
6.5941,12.2928,18.0528
-135.6855,-3.8357,19.8546
-6.3426,-3.8446,19.3331
135.9380,-3.8574,19.6914
6.5821,-132.9520,19.7187
