BumpId,VoidId,Bump_X,Bump_Y,X(um),Y(um),Diam_X,Diam_Y,Diameter(%),Area(um2),Area(%)
1520,1,135.8700,-2.4840,-0.0015,-0.0018,6.9693,6.9693,29.8455,38.1481,8.9075
1524,1,135.7650,-2.4878,-0.0015,0.0013,4.2274,4.2274,18.5860,14.0357,3.4544
1525,1,135.9750,-2.4866,0.0010,0.0020,3.5819,3.5819,16.2298,10.0769,2.6341
1545,1,135.0930,-2.5220,-0.0001,0.0005,1.9146,1.9146,8.1855,2.8791,0.6700
1545,2,135.0930,-2.5220,-0.0041,-0.0020,2.9506,2.9506,12.6146,6.8379,1.5913
1546,1,135.2930,-2.5206,-0.0013,0.0027,4.5409,4.5409,20.0625,16.1950,4.0250
1547,1,135.4920,-2.5200,-0.0008,0.0027,4.0047,4.0047,17.4989,12.5961,3.0621
1548,1,136.1270,-2.5167,0.0028,-0.0008,5.3729,5.3729,23.6119,22.6730,5.5752
1548,2,136.1270,-2.5167,-0.0009,-0.0033,2.3449,2.3449,10.3051,4.3187,1.0620
1549,1,136.3280,-2.5158,-0.0007,-0.0019,6.4928,6.4928,28.3089,33.1098,8.0139
1550,1,136.5280,-2.5150,-0.0021,0.0031,1.5137,1.5137,6.6965,1.7994,0.4484
1550,2,136.5280,-2.5150,0.0014,-0.0010,3.8293,3.8293,16.9409,11.5164,2.8699
1589,1,136.2280,-2.5382,0.0007,-0.0028,4.3344,4.3344,19.4931,14.7554,3.7998
1599,1,135.5930,-2.5415,0.0000,0.0045,4.0615,4.0615,17.4298,12.9560,3.0380
1628,1,135.7650,-2.5597,0.0009,-0.0049,6.0546,6.0546,26.2840,28.7913,6.9085
1637,1,136.2670,-2.5778,0.0021,-0.0040,1.9146,1.9146,8.5203,2.8791,0.7260
1638,1,136.3900,-2.5767,-0.0013,0.0002,3.3162,3.3162,14.6713,8.6373,2.1525
1638,2,136.3900,-2.5767,-0.0020,-0.0044,2.7910,2.7910,12.3477,6.1181,1.5247
1639,1,136.4670,-2.5765,-0.0006,0.0005,6.5630,6.5630,28.6025,33.8296,8.1810
1647,1,135.0320,-2.5834,-0.0018,-0.0007,3.4516,3.4516,14.9712,9.3571,2.2414
1650,1,135.3540,-2.5821,-0.0003,0.0000,6.8700,6.8700,30.4894,37.0686,9.2960
1651,1,135.4320,-2.5813,-0.0014,0.0008,2.7910,2.7910,12.3256,6.1181,1.5192
1652,1,135.5540,-2.5811,0.0008,0.0015,3.2464,3.2464,14.5062,8.2774,2.1043
1654,1,136.1890,-2.5777,-0.0004,0.0016,6.8366,6.8366,30.3959,36.7086,9.2391
1735,1,136.4280,-2.6163,-0.0005,0.0010,3.1020,3.1020,13.4723,7.5576,1.8150
1785,1,135.7650,-2.6377,0.0013,0.0015,4.0616,4.0616,17.3350,12.9561,3.0050
1786,1,135.9760,-2.6364,-0.0014,-0.0010,5.4154,5.4154,23.6525,23.0329,5.5944
1786,2,135.9760,-2.6364,0.0011,-0.0060,2.7077,2.7077,11.8262,5.7582,1.3986
1787,1,136.5290,-2.6369,-0.0002,0.0059,2.3449,2.3449,10.1797,4.3186,1.0363
1787,2,136.5290,-2.6369,-0.0024,-0.0006,3.3846,3.3846,14.6932,8.9973,2.1589
1788,1,134.8930,-2.6447,-0.0044,-0.0016,3.3162,3.3162,14.7576,8.6374,2.1779
1788,2,134.8930,-2.6447,0.0004,-0.0016,2.8719,2.8719,12.7804,6.4780,1.6334
1790,1,135.2930,-2.6434,0.0035,-0.0009,2.5328,2.5328,11.6529,5.0384,1.3579
