BumpId,VoidId,Bump_X,Bump_Y,X(um),Y(um),Diam_X,Diam_Y,Diameter(%),Area(um2),Area(%)
1450,1,-135.4560,-2.4507,0.0014,0.0052,2.1406,2.1406,9.3129,3.5989,0.8673
1520,1,-135.7520,-2.4565,0.0001,0.0017,3.8886,3.8886,16.5145,11.8764,2.7273
1545,1,-136.5300,-2.4943,-0.0013,0.0020,4.2812,4.2812,18.8730,14.3956,3.5619
1548,1,-135.4950,-2.4897,-0.0011,-0.0009,7.2275,7.2275,31.5812,41.0272,9.9737
1549,1,-135.2940,-2.4894,-0.0033,0.0010,3.8293,3.8293,17.0251,11.5164,2.8985
1588,1,-136.6300,-2.5164,-0.0011,-0.0008,4.0615,4.0615,17.8647,12.9560,3.1915
1599,1,-136.0300,-2.5146,-0.0008,0.0017,3.3162,3.3162,14.7242,8.6373,2.1680
1628,1,-135.8580,-2.5321,0.0013,0.0033,2.1406,2.1406,9.7776,3.5989,0.9560
1628,2,-135.8580,-2.5321,0.0001,-0.0015,4.3870,4.3870,20.0382,15.1153,4.0153
1629,1,-135.6470,-2.5313,0.0011,0.0005,4.0615,4.0615,17.9204,12.9560,3.2114
1638,1,-135.2330,-2.5499,-0.0010,0.0014,1.5136,1.5136,6.9471,1.7994,0.4826
1638,2,-135.2330,-2.5499,0.0008,-0.0046,2.4407,2.4407,11.2019,4.6786,1.2548
1643,1,-134.7540,-2.5477,0.0000,-0.0017,4.6899,4.6899,19.9502,17.2747,3.9801
1648,1,-136.4690,-2.5552,0.0013,-0.0023,5.4154,5.4154,24.4111,23.0329,5.9590
1651,1,-136.1900,-2.5537,-0.0012,0.0013,4.0616,4.0616,18.2659,12.9560,3.3364
1652,1,-136.0690,-2.5534,-0.0003,-0.0026,6.0166,6.0166,26.2900,28.4312,6.9116
1653,1,-135.9900,-2.5531,-0.0017,0.0004,6.8700,6.8700,30.2986,37.0687,9.1801
1654,1,-135.4340,-2.5503,-0.0020,0.0013,3.7077,3.7077,16.4104,10.7967,2.6930
1725,1,-134.6370,-2.5765,0.0021,0.0007,1.9146,1.9146,8.3442,2.8791,0.6963
1734,1,-135.7520,-2.5891,-0.0026,-0.0007,3.7077,3.7077,15.9381,10.7967,2.5402
1737,1,-136.4290,-2.5936,0.0025,0.0032,2.7910,2.7910,12.3699,6.1181,1.5301
1738,1,-136.2290,-2.5938,-0.0004,0.0045,1.9146,1.9146,8.4327,2.8791,0.7111
1785,1,-135.8570,-2.6100,-0.0010,0.0014,4.7866,4.7866,22.1404,17.9945,4.9020
1790,1,-136.3300,-2.6152,0.0021,-0.0005,4.1176,4.1176,18.4411,13.3159,3.4007
1792,1,-135.4940,-2.6117,0.0003,0.0036,2.5328,2.5328,11.4013,5.0384,1.2999
1792,2,-135.4940,-2.6117,-0.0006,-0.0008,4.8813,4.8813,21.9732,18.7142,4.8282
1793,1,-135.2940,-2.6109,0.0025,-0.0026,4.0616,4.0616,18.0253,12.9561,3.2491
1841,1,-136.4900,-2.6555,-0.0004,-0.0031,3.1750,3.1750,14.3929,7.9175,2.0716
1842,1,-136.3680,-2.6554,-0.0001,0.0022,3.4516,3.4516,15.6174,9.3572,2.4390
1843,1,-136.2910,-2.6541,0.0013,-0.0033,1.9146,1.9146,8.8045,2.8791,0.7752
1844,1,-136.1680,-2.6539,0.0007,0.0006,5.5409,5.5409,24.5573,24.1126,6.0306
1848,1,-135.3330,-2.6507,-0.0030,-0.0001,3.1751,3.1751,14.2330,7.9176,2.0258
1850,1,-135.1330,-2.6497,-0.0016,0.0021,2.6217,2.6217,11.6353,5.3984,1.3538
1850,2,-135.1330,-2.6497,-0.0027,-0.0026,1.5136,1.5136,6.7176,1.7994,0.4513
1851,1,-135.0550,-2.6492,-0.0022,-0.0048,3.7689,3.7689,16.5778,11.1566,2.7482
1852,1,-134.9320,-2.6482,0.0024,0.0020,1.5136,1.5136,6.5205,1.7994,0.4252
1853,1,-134.8540,-2.6485,0.0004,-0.0002,2.7910,2.7910,12.5288,6.1181,1.5697
1922,1,-134.6760,-2.6662,0.0014,0.0073,1.5136,1.5136,6.5597,1.7994,0.4303
1935,1,-136.1290,-2.6929,-0.0037,-0.0025,2.7077,2.7077,11.8574,5.7582,1.4060
1936,1,-135.4940,-2.6901,0.0004,0.0001,4.2812,4.2812,18.7071,14.3955,3.4996
1938,1,-135.0940,-2.6882,0.0007,0.0050,2.3449,2.3449,10.3280,4.3187,1.0667
1980,1,-136.2290,-2.7161,0.0029,-0.0007,3.1751,3.1751,15.1620,7.9176,2.2989
1981,1,-135.3940,-2.7118,-0.0032,-0.0036,3.7077,3.7077,16.7522,10.7967,2.8064
2024,1,-134.6760,-2.7444,0.0015,0.0019,4.3344,4.3344,18.7197,14.7554,3.5043
2027,1,-135.3540,-2.7507,0.0003,-0.0025,4.8814,4.8814,22.0039,18.7142,4.8417
2028,1,-135.2330,-2.7502,-0.0016,-0.0016,4.3344,4.3344,18.7438,14.7555,3.5133
2029,1,-135.1550,-2.7497,-0.0027,0.0002,5.9400,5.9400,26.8133,27.7114,7.1895
2030,1,-135.0320,-2.7496,-0.0041,-0.0004,3.7690,3.7690,16.5339,11.1566,2.7337
2031,1,-134.9550,-2.7489,-0.0011,-0.0002,3.8293,3.8293,17.0950,11.5165,2.9224
2032,1,-134.8310,-2.7481,-0.0024,-0.0012,5.1107,5.1107,22.9947,20.5136,5.2876
2036,1,-136.5900,-2.7562,-0.0002,-0.0014,3.4516,3.4516,15.9970,9.3571,2.5590
2037,1,-136.4680,-2.7553,0.0026,-0.0022,3.8293,3.8293,16.2288,11.5164,2.6337
2039,1,-136.2680,-2.7545,-0.0018,0.0032,1.5136,1.5136,6.9639,1.7994,0.4850
2116,1,-136.2290,-2.7930,0.0008,-0.0003,4.4902,4.4902,20.6584,15.8351,4.2677
2117,1,-136.0290,-2.7925,-0.0002,-0.0007,4.8814,4.8814,21.8820,18.7143,4.7882
2119,1,-135.1930,-2.7890,-0.0012,-0.0002,6.7692,6.7692,29.4245,35.9889,8.6580
2120,1,-134.9930,-2.7883,0.0000,-0.0002,5.7836,5.7836,25.5301,26.2719,6.5179
2121,1,-134.7930,-2.7874,-0.0014,-0.0006,5.4575,5.4575,24.1337,23.3927,5.8244
2156,1,-134.8930,-2.8100,-0.0004,0.0014,4.3344,4.3344,19.5112,14.7554,3.8069
2161,1,-136.1290,-2.8153,0.0020,0.0012,3.1020,3.1020,14.4052,7.5577,2.0751
2162,1,-135.7290,-2.8133,0.0008,0.0011,5.0202,5.0202,20.8514,19.7938,4.3478
2163,1,-135.2930,-2.8116,-0.0012,0.0040,1.5136,1.5136,6.8487,1.7994,0.4690
2202,1,-136.6900,-2.8563,-0.0002,0.0011,6.1298,6.1298,28.3674,29.5109,8.0471
2205,1,-136.3680,-2.8552,0.0005,0.0001,5.6635,5.6635,25.2838,25.1923,6.3927
2206,1,-136.2900,-2.8549,-0.0025,0.0015,4.1176,4.1176,19.0179,13.3159,3.6168
2206,2,-136.2900,-2.8549,0.0020,-0.0004,2.3449,2.3449,10.8306,4.3187,1.1730
2209,1,-135.9670,-2.8533,-0.0016,-0.0014,3.7689,3.7689,17.0371,11.1566,2.9026
2210,1,-135.8900,-2.8536,-0.0007,0.0012,4.4389,4.4389,20.6540,15.4752,4.2659
2211,1,-135.7680,-2.8526,-0.0003,0.0004,7.2592,7.2592,31.4455,41.3871,9.8882
2212,1,-135.6900,-2.8517,0.0013,-0.0003,6.8700,6.8700,29.7725,37.0685,8.8640
2213,1,-135.5330,-2.8513,-0.0022,0.0001,7.1958,7.1958,31.7778,40.6674,10.0983
