BumpId,VoidId,Bump_X,Bump_Y,X(um),Y(um),Diam_X,Diam_Y,Diameter(%),Area(um2),Area(%)
1450,1,6.8244,13.6751,-0.0008,-0.0012,4.9744,4.9744,21.0300,19.4340,4.4226
1520,1,6.5279,13.6684,0.0043,0.0049,2.7910,2.7910,12.0540,6.1181,1.4530
1520,2,6.5279,13.6684,-0.0010,0.0008,4.5911,4.5911,19.8283,16.5549,3.9316
1524,1,6.4224,13.6654,0.0009,0.0029,4.1728,4.1728,18.4115,13.6758,3.3898
1525,1,6.6322,13.6672,0.0050,0.0029,3.3846,3.3846,15.2357,8.9972,2.3213
1525,2,6.6322,13.6672,-0.0042,0.0020,2.9506,2.9506,13.2822,6.8379,1.7642
1549,1,6.9853,13.6368,0.0018,0.0017,6.6325,6.6325,29.2901,34.5494,8.5791
1588,1,5.6506,13.6089,-0.0002,-0.0007,4.9281,4.9281,21.3201,19.0742,4.5455
1599,1,6.2502,13.6109,0.0024,-0.0009,3.5819,3.5819,15.9400,10.0769,2.5408
1599,2,6.2502,13.6109,0.0065,-0.0062,2.7910,2.7910,12.4203,6.1181,1.5426
1628,1,6.4230,13.5939,0.0007,0.0009,3.4516,3.4516,14.8375,9.3571,2.2015
1629,1,6.6325,13.5947,-0.0006,-0.0005,3.9471,3.9471,17.3231,12.2363,3.0009
1630,1,7.6039,13.5877,0.0024,0.0015,4.4389,4.4389,18.7432,15.4752,3.5131
1637,1,6.9243,13.5755,-0.0010,-0.0026,2.9506,2.9506,12.7379,6.8379,1.6225
1639,1,7.1252,13.5761,-0.0095,-0.0006,1.5136,1.5136,6.5653,1.7994,0.4310
1639,2,7.1252,13.5761,-0.0017,-0.0023,4.4902,4.4902,19.4759,15.8351,3.7931
1641,1,7.3254,13.5768,0.0030,0.0012,3.5819,3.5819,15.3846,10.0769,2.3669
1642,1,7.4483,13.5779,-0.0021,0.0000,4.8342,4.8342,21.0224,18.3544,4.4194
1643,1,7.5256,13.5772,0.0007,-0.0041,3.3162,3.3162,14.7242,8.6373,2.1680
1647,1,5.6890,13.5697,-0.0026,0.0022,1.9146,1.9146,8.5671,2.8791,0.7339
1648,1,5.8110,13.5702,0.0012,-0.0009,3.9471,3.9471,17.2774,12.2363,2.9851
1649,1,5.8888,13.5704,-0.0004,0.0013,4.2812,4.2812,17.9678,14.3956,3.2284
1651,1,6.0894,13.5711,0.0065,0.0020,2.4407,2.4407,10.5817,4.6786,1.1197
1652,1,6.2114,13.5712,0.0006,-0.0022,4.2274,4.2274,18.9156,14.0357,3.5780
1654,1,6.8467,13.5747,-0.0031,-0.0016,3.9471,3.9471,17.3231,12.2363,3.0009
1724,1,7.5652,13.5488,-0.0017,0.0002,3.1751,3.1751,13.8253,7.9176,1.9114
1735,1,7.0864,13.5364,0.0007,0.0015,6.4219,6.4219,28.3600,32.3900,8.0429
1736,1,5.6504,13.5305,-0.0016,0.0030,2.3449,2.3449,10.0759,4.3187,1.0152
1737,1,5.8504,13.5317,-0.0051,0.0022,4.0615,4.0615,17.5412,12.9561,3.0769
1739,1,6.8862,13.5358,0.0034,0.0016,1.9146,1.9146,8.5475,2.8791,0.7306
1785,1,6.4234,13.5147,0.0018,0.0001,3.2464,3.2464,14.8427,8.2774,2.2031
1785,2,6.4234,13.5147,-0.0030,-0.0028,3.1021,3.1021,14.1827,7.5576,2.0115
1786,1,6.6331,13.5162,0.0008,0.0000,1.5136,1.5136,6.6696,1.7994,0.4448
1787,1,7.1866,13.5150,-0.0012,-0.0002,3.0273,3.0273,13.4413,7.1978,1.8067
1791,1,6.1503,13.5103,0.0031,-0.0003,4.6898,4.6898,20.7297,17.2746,4.2972
1792,1,6.7860,13.5134,-0.0009,-0.0005,3.8886,3.8886,16.8885,11.8764,2.8522
1793,1,6.9854,13.5140,-0.0022,-0.0008,4.7385,4.7385,21.2512,17.6346,4.5161
1794,1,7.3867,13.5158,0.0009,-0.0005,4.4902,4.4902,19.9818,15.8351,3.9927
1825,1,7.6045,13.5097,-0.0001,0.0018,4.0615,4.0615,17.4298,12.9560,3.0380
1839,1,5.5892,13.4695,-0.0031,0.0000,2.1406,2.1406,8.9803,3.5989,0.8065
1840,1,5.7112,13.4696,0.0001,0.0042,2.7077,2.7077,12.1942,5.7582,1.4870
1840,2,5.7112,13.4696,-0.0004,-0.0005,5.9784,5.9784,26.9241,28.0714,7.2491
1841,1,5.7893,13.4703,0.0014,0.0004,6.6669,6.6669,29.8450,34.9092,8.9072
1842,1,5.9122,13.4709,-0.0003,-0.0009,5.9784,5.9784,27.1650,28.0714,7.3794
1843,1,5.9894,13.4709,0.0000,-0.0003,3.1021,3.1021,13.9122,7.5577,1.9355
1844,1,6.1123,13.4708,-0.0026,0.0022,1.5136,1.5136,6.9205,1.7994,0.4789
1845,1,6.1897,13.4718,-0.0007,-0.0014,3.3162,3.3162,15.1114,8.6373,2.2835
1846,1,6.7471,13.4742,-0.0021,-0.0017,3.1751,3.1751,14.6791,7.9176,2.1548
1847,1,6.8243,13.4741,-0.0016,0.0030,1.9146,1.9146,8.2130,2.8791,0.6745
