Test sample,DieID,ID,X position,Y position,Diameter (um),% Roundness,Area,% Overall Void,% Largest Void,Result
G8,60,286,-7.2207,126.3290,20.0283,96.3253,315.0480,0.0000,0.0000,Pass
G8,60,287,-7.1089,126.3290,20.3359,95.0027,324.8000,0.0000,0.0000,Pass
G8,60,293,-6.5744,126.2830,20.4996,94.9787,330.0510,0.0000,0.0000,Pass
G8,60,294,-6.5264,126.2830,20.3750,94.1333,326.0500,0.0000,0.0000,Pass
G8,60,295,-6.3144,126.2840,21.0058,97.4928,346.5530,0.0000,0.0000,Pass
G8,60,296,-6.2664,126.2850,20.7466,92.9850,338.0520,0.0000,0.0000,Pass
G8,60,337,-6.9452,126.2690,20.0838,97.1533,316.7990,0.0000,0.0000,Pass
G8,60,338,-6.7453,126.2700,19.9247,94.7293,311.7980,0.0000,0.0000,Pass
G8,60,339,-5.7467,126.2740,20.6620,93.0100,335.3010,0.0000,0.0000,Pass
G8,60,340,-5.5470,126.2750,20.2967,93.6783,323.5500,0.0000,0.0000,Pass
G8,60,367,-6.9449,126.1910,19.9087,97.2300,311.2980,0.0000,0.0000,Pass
G8,60,368,-6.7450,126.1920,19.9885,92.6666,313.7980,0.0000,0.0000,Pass
G8,60,369,-5.7464,126.1960,20.5848,95.9691,332.8010,0.0000,0.0000,Pass
G8,60,373,-5.5464,126.1970,20.4452,95.6781,328.3000,0.0000,0.0000,Pass
G8,60,380,-6.0571,126.1890,20.7389,96.7302,337.8020,0.0000,0.0000,Pass
G8,60,381,-6.0032,126.1890,20.3828,94.9025,326.3000,0.0000,0.0000,Pass
G8,60,434,-7.2202,126.1580,19.8446,96.4429,309.2970,0.0000,0.0000,Pass
G8,60,435,-7.1083,126.1580,20.2496,96.1637,322.0490,0.0000,0.0000,Pass
G8,60,441,-6.9446,126.1240,19.9566,97.2010,312.7980,0.0000,0.0000,Pass
G8,60,442,-5.7464,126.1290,20.4685,91.1457,329.0510,0.0000,0.0000,Pass
G8,60,468,-6.9444,126.0460,20.1392,95.3210,318.5490,0.0000,0.0000,Pass
G8,60,469,-5.7461,126.0510,20.5616,89.1840,332.0510,0.0000,0.0000,Pass
G8,60,497,-7.1075,126.0040,20.2417,95.8096,321.7990,0.0000,0.0000,Pass
G8,60,499,-7.2194,126.0030,20.1550,93.3581,319.0490,0.0000,0.0000,Pass
G8,60,500,-6.1185,126.0030,20.1471,98.8492,318.7990,0.0000,0.0000,Pass
G8,60,501,-6.0704,126.0030,20.4530,95.5508,328.5500,0.0000,0.0000,Pass
G8,60,502,-5.9882,126.0030,20.4218,96.2717,327.5500,0.0000,0.0000,Pass
G8,60,503,-5.9403,126.0030,20.1155,96.7306,317.7990,0.0000,0.0000,Pass
G8,60,535,-6.9441,125.9740,20.3359,93.7347,324.8000,0.0000,0.0000,Pass
G8,60,536,-6.7444,125.9750,20.5229,96.6240,330.8010,0.0000,0.0000,Pass
G8,60,537,-5.7458,125.9790,20.5229,86.4106,330.8010,0.0000,0.0000,Pass
G8,60,538,-5.5457,125.9800,20.4140,94.8885,327.3000,0.0000,0.0000,Pass
G8,60,547,-6.6144,125.9550,20.2967,98.0333,323.5500,0.0000,0.0000,Pass
G8,60,548,-6.2244,125.9570,20.3281,95.2291,324.5500,0.0000,0.0000,Pass
G8,60,549,-5.4155,125.9600,20.6466,90.3527,334.8010,0.0000,0.0000,Pass
G8,60,575,-5.9437,125.9280,20.3202,94.9841,324.3000,0.0000,0.0000,Pass
G8,60,591,-6.9436,125.8960,20.1945,96.4146,320.2990,0.0000,0.0000,Pass
G8,60,592,-6.7439,125.8970,20.2889,96.0671,323.3000,0.0000,0.0000,Pass
G8,60,593,-5.7454,125.9010,20.5461,93.4209,331.5510,0.0000,0.0000,Pass
G8,60,594,-5.5454,125.9020,20.6697,94.1543,335.5520,0.0000,0.0000,Pass
G8,60,600,-6.5079,125.8910,20.3045,94.9583,323.8000,0.0000,0.0000,Pass
G8,60,601,-6.4601,125.8910,20.1234,93.0332,318.0490,0.0000,0.0000,Pass
