Centre_X,Centre_Y,Diameter_Stdev
-6.3372,125.2535,1.3340
6.5878,12.2878,1.2110
-135.6900,-3.8418,0.8780
-6.3479,-3.8508,1.0180
135.9325,-3.8629,1.0200
6.5763,-132.9585,1.0100
