Centre_X,Centre_Y,Diameter_Min
-6.3372,125.2535,20.1236
6.5878,12.2878,19.9492
-135.6900,-3.8418,18.9538
-6.3479,-3.8508,19.1655
135.9325,-3.8629,18.3630
6.5763,-132.9585,18.3483
