Centre_X,Centre_Y,LargestVoidDiameterPercent
-6.3372,125.2535,31.7110
6.5878,12.2878,40.9608
-135.6900,-3.8418,0.0000
-6.3479,-3.8508,0.0000
135.9325,-3.8629,15.4303
6.5763,-132.9585,0.0000
