Centre_X,Centre_Y,Roundness_Min
-6.3372,125.2535,77.8159
6.5878,12.2878,78.2403
-135.6900,-3.8418,83.8538
-6.3479,-3.8508,82.1490
135.9325,-3.8629,84.0891
6.5763,-132.9585,82.7745
