Centre_X,Centre_Y,Diameter_Avg
-6.3372,125.2535,22.6600
6.5878,12.2878,23.4890
-135.6900,-3.8418,20.7710
-6.3479,-3.8508,21.0590
135.9325,-3.8629,20.3730
6.5763,-132.9585,20.2130
