Centre_X,Centre_Y,LargestVoidPercent
-6.3372,125.2535,10.0559
6.5878,12.2878,16.7779
-135.6900,-3.8418,0.0000
-6.3479,-3.8508,0.0000
135.9325,-3.8629,2.3810
6.5763,-132.9585,0.0000
