Centre_X,Centre_Y,Roundness_Min
-2.1719,141.4420,95.7213
144.0665,5.0409,94.6285
-15.9236,5.0894,95.1151
-143.9170,-2.6664,95.2814
11.4988,-10.5027,95.3264
2.3192,-139.0685,94.7724
