Centre_X,Centre_Y,Diameter_Max
-2.1719,141.4420,87.9478
144.0665,5.0409,96.0705
-15.9236,5.0894,86.4021
-143.9170,-2.6664,87.8920
11.4988,-10.5027,86.2928
2.3192,-139.0685,88.4400
