Centre_X,Centre_Y,VoidNumberTotal
-2.1719,141.4420,0.0000
144.0665,5.0409,1.0000
-15.9236,5.0894,0.0000
-143.9170,-2.6664,0.0000
11.4988,-10.5027,0.0000
2.3192,-139.0685,0.0000
