Centre_X,Centre_Y,Diameter_Stdev
-2.1719,141.4420,0.9700
144.0665,5.0409,2.0200
-15.9236,5.0894,0.4760
-143.9170,-2.6664,0.5460
11.4988,-10.5027,0.5230
2.3192,-139.0685,0.6020
