Centre_X,Centre_Y,Diameter_Min
-2.1719,141.4420,83.5729
144.0665,5.0409,83.3830
-15.9236,5.0894,83.7444
-143.9170,-2.6664,85.2321
11.4988,-10.5027,83.4826
2.3192,-139.0685,84.0009
