Centre_X,Centre_Y,Diameter_Avg
-2.1719,141.4420,85.2750
144.0665,5.0409,86.4990
-15.9236,5.0894,85.1090
-143.9170,-2.6664,86.4030
11.4988,-10.5027,84.8140
2.3192,-139.0685,85.2590
