Centre_X,Centre_Y,LargestVoidPercent
-6.3266,125.2810,0.4489
6.5962,12.3149,0.6670
-135.6840,-3.8101,0.3480
-6.3407,-3.8225,0.6506
135.9390,-3.8376,0.3239
6.5803,-132.9300,0.5466
