Centre_X,Centre_Y,Roundness_Min
-6.3266,125.2810,91.2763
6.5962,12.3149,90.9615
-135.6840,-3.8101,90.7281
-6.3407,-3.8225,92.0834
135.9390,-3.8376,90.5762
6.5803,-132.9300,90.5885
