Centre_X,Centre_Y,Diameter_Avg
-6.3266,125.2810,25.7330
6.5962,12.3149,25.9190
-135.6840,-3.8101,25.7310
-6.3407,-3.8225,25.9400
135.9390,-3.8376,25.8700
6.5803,-132.9300,25.9500
