Centre_X,Centre_Y,Diameter_Min
-6.3266,125.2810,25.4314
6.5962,12.3149,25.6392
-135.6840,-3.8101,25.3977
-6.3407,-3.8225,25.5660
135.9390,-3.8376,25.5111
6.5803,-132.9300,25.6513
