Centre_X,Centre_Y,Diameter_Max
-6.3266,125.2810,26.0616
6.5962,12.3149,26.2465
-135.6840,-3.8101,26.0646
-6.3407,-3.8225,26.2316
135.9390,-3.8376,26.4301
6.5803,-132.9300,26.5479
