Centre_X,Centre_Y,LargestVoidPercent
-2.2323,141.8415,0.0000
144.0060,5.4391,0.0000
-15.9854,5.4898,0.0000
-143.9785,-2.2660,0.0000
11.4376,-10.1031,0.0000
2.2572,-138.6685,0.0000
