Centre_X,Centre_Y,Diameter_Avg
-2.2323,141.8415,83.8260
144.0060,5.4391,85.2980
-15.9854,5.4898,83.7110
-143.9785,-2.2660,84.9040
11.4376,-10.1031,83.5310
2.2572,-138.6685,83.6560
