Centre_X,Centre_Y,Diameter_Stdev
-2.2323,141.8415,0.9310
144.0060,5.4391,3.6460
-15.9854,5.4898,0.4350
-143.9785,-2.2660,0.7580
11.4376,-10.1031,0.4720
2.2572,-138.6685,0.4430
