Centre_X,Centre_Y,Diameter_Stdev
-2.1703,141.4455,0.9480
144.0675,5.0443,1.9230
-15.9228,5.0933,0.4460
-143.9160,-2.6622,0.5100
11.4996,-10.4992,0.4690
2.3193,-139.0650,0.4860
