Centre_X,Centre_Y,Diameter_Avg
-2.1703,141.4455,85.3980
144.0675,5.0443,86.7130
-15.9228,5.0933,85.1920
-143.9160,-2.6622,86.5400
11.4996,-10.4992,84.8780
2.3193,-139.0650,85.1810
