Centre_X,Centre_Y,VoidNumberTotal
-2.1703,141.4455,0.0000
144.0675,5.0443,0.0000
-15.9228,5.0933,0.0000
-143.9160,-2.6622,0.0000
11.4996,-10.4992,0.0000
2.3193,-139.0650,0.0000
