Centre_X,Centre_Y,Roundness_Min
-2.1703,141.4455,95.9548
144.0675,5.0443,94.1608
-15.9228,5.0933,95.1785
-143.9160,-2.6622,94.8301
11.4996,-10.4992,95.4284
2.3193,-139.0650,94.6082
