Centre_X,Centre_Y,Diameter_Min
-2.1703,141.4455,83.4780
144.0675,5.0443,84.3059
-15.9228,5.0933,83.8345
-143.9160,-2.6622,85.4223
11.4996,-10.4992,83.4373
2.3193,-139.0650,83.9739
