Centre_X,Centre_Y,Diameter_Stdev
-2.2344,141.8490,0.9770
144.0055,5.4489,5.0610
-15.9857,5.4968,0.5120
-143.9785,-2.2595,0.8400
11.4373,-10.0957,0.5180
2.2584,-138.6610,0.5290
