Centre_X,Centre_Y,LargestVoidArea
-2.2344,141.8490,0.0000
144.0055,5.4489,0.0000
-15.9857,5.4968,0.0000
-143.9785,-2.2595,0.0000
11.4373,-10.0957,0.0000
2.2584,-138.6610,0.0000
