Centre_X,Centre_Y,Diameter_Min
-6.3321,125.2695,25.4743
6.5946,12.3034,25.6118
-135.6835,-3.8259,25.3485
-6.3416,-3.8350,25.5904
135.9375,-3.8464,25.4314
6.5837,-132.9410,25.5141
