Centre_X,Centre_Y,Roundness_Min
-6.3321,125.2695,90.2226
6.5946,12.3034,91.0977
-135.6835,-3.8259,90.5992
-6.3416,-3.8350,91.3259
135.9375,-3.8464,90.5735
6.5837,-132.9410,90.2191
