Centre_X,Centre_Y,Diameter_Avg
-6.3321,125.2695,25.8200
6.5946,12.3034,25.9830
-135.6835,-3.8259,25.7660
-6.3416,-3.8350,25.9250
135.9375,-3.8464,25.8740
6.5837,-132.9410,26.0240
