Centre_X,Centre_Y,LargestVoidDiameterPercent
-6.3321,125.2695,0.0000
6.5946,12.3034,0.0000
-135.6835,-3.8259,0.0000
-6.3416,-3.8350,0.0000
135.9375,-3.8464,0.0000
6.5837,-132.9410,0.0000
