Centre_X,Centre_Y,Diameter_Stdev
-6.3321,125.2695,0.1300
6.5946,12.3034,0.1250
-135.6835,-3.8259,0.1370
-6.3416,-3.8350,0.1250
135.9375,-3.8464,0.1300
6.5837,-132.9410,0.1370
