Centre_X,Centre_Y,LargestVoidArea
-6.3308,125.2685,1.3477
6.5942,12.3030,0.6126
-135.6850,-3.8241,0.0000
-6.3423,-3.8351,0.0000
135.9370,-3.8489,0.0000
6.5806,-132.9420,0.0000
